,summary,severity
1328,Launch deploys bundles not selected in Target Platform,major
1329,Many errors due to wrong warning about changed restrictions,major
1330,API tooling errors in org.eclipse.debug.ui,major
1331,13 seconds for switching between JUnit Plugin Configurations,major
1332,outline view displayed garbled text when DS editor overview page displayed,minor
1333,Incorrect editor opened on breakpoint when delta pack is installed in target,major
1335,Error entries in .log,major
1336,Wrong invalid id reference reported,major
1337,Unable to create a new plugin project from jars,major
1339,[ds]New Service Component Wizards corrupts manifest Service-Component header,major
1340,[ds] New Service Component wizard creates invalid manifest header entries on Windows systems,major
1341,RCP delta pack does not install,major
1342,Workspace no longer cleared,major
1343,Tracing tab in PDE launch configs does not show checkmark for selected options,major
1344,[API] Create template method in JUnitLaunchConfigurationDelegate,trivial
1345,[spy] Type opened can't be found in Package Explorer,minor
1346,"Many errors ""content type not found"" in the log",minor
1347,Failed assertion in API tooling build,major
1348,pde.ui manifest does not export all its packages,trivial
1349,JUnit Plug-In Test workspace not cleared,major
1350,[plug-in registry] improve view performance,major
1351,NPE in FeatureErrorReporter.validateUnpack,major
1352,Error for API addition gets wrongly reported,major
1353,Convert Projects to Plugin Projects should not replace hyphen with underscore,minor
1354,PDE does not detect unbuildable because of cycle involving fragments,major
1356,source bundle JARs locked open,major
1357,Condition & ConditionTask not used,minor
1358,[UA] Javadoc erroneous for CtxHelp model classes (and perhaps some others),minor
1359,[templates] org.eclipse.ui.decorators template should use FileLocator#find instead of Platform#find,minor
1360,p2.director fails to create product following product build with multiple configs,critical
1361,NPE encountered while running API Analysis Builder.,major
1362,Invalid tags leak into API descriptions,major
1363,[DataBinding] Databinding Access Restriction Error,major
1364,Simplify setup of ContentAssistAction,trivial
1366,Tons of errors after import. I20081125-0840 unusable.,blocker
1368,Avoid dead code problem,trivial
1369,Eclipse Application launch config does not warn about compile errors any more,major
1370,java.util.jar.Manifest can lose the last attribute,critical
1371,Export a plug-in from the IDE UI throws a NoSuchMethodException,major
1373,[refactor] moving compilation unit may end with 'Changes to be performed' dialog that contains to many items,minor
1376,Types are not completely processed when they are parameterized,major
1377,"PDE incorrectly resolves ""javax.xml.stream"" package to be provided by JDK 1.5 even if it's not a system package by J2SE-1.5.profile",major
1378,Tons of API tooling errors after importing binaries,major
1379,Setup wizard behaves strangely,trivial
1380,Default version for new plugin projects is 3.4 not 3.5,minor
1381,NPE in eclipse launch configuration,critical
1382,Possible to get an empty template wizard page,minor
1385,Switching to new FilteredTree look causes issues on Mac,major
1386,Fix margins with the new FilteredTree look,major
1387,"PDEEditor ""Extensions"" tab empty",major
1388,False report of EE problem,major
1389,Newest I-build gives CoreException: Could not locate the source position,major
1390,Error Log view: improve LAF when making filter visible,trivial
1391,[registry] fix tests,major
1392,Wrong source is displayed when developing in fragments,major
1393,Import binary plug-ins randomly failing,major
1395,prompted to save changes when there are none,major
1396,Cannot setup a  JUnit Plugin Test launching configuration when using a reduce set of bundles,major
1397,NPE trying to set up a new Eclipse application launching configuration,major
1398,Change to p2 Query API (part II),critical
1399,Launch configuration does not remember list of plug-ins,critical
1400,NPE exporting a product,critical
1401,Use SWT.ICON_CANCEL instead of SWT.CANCEL for Text widgets,trivial
1402,PDE's class search participant does not find all matches,major
1403,generated bundles.info starts fragments,major
1404,Plug-ins tab combo unusable with default size on linux,major
1405,"New class wizard unable to finish, no explanation to user",minor
1406,PDE internal repository should have a name,minor
1407,NPE adding an Extension Point,major
1408,Target Content wizard label does not span properly,minor
1409,NPE in product editor after add required plugins,major
1410,Many exceptions from api tooling,major
1411,Launching rcp mail example fails,major
1412,"method flagged as removed, but is available from supertype",major
1413,Selecting a fragment inside the eclipse application launching configuration creates error on startup,major
1414,Installed metadata group no longer spans the preference page,trivial
1415,[target] be able to open external target files using Open File...,major
1417,"[target] Minor UI issues with ""Target Platform (experimental)"" preference page",trivial
1418,"""Convert Projects to Plugin Projects"" label is silly",minor
1419,3.5M5 - Target platform variable support broken,major
1421,[target] First page of new target definition wizard always resets contents,minor
1422,Product editor loses fragment flags for unavailable fragments,critical
1423,Adding new API method results in errors in many projects,critical
1424,Missing @since tag no longer reported,major
1425,Conflicting mnemonics in the launch configuration's 'Plug-ins' tab,minor
1426,[product] Plugin version doesn't take effect when exporting RCP product,major
1427,Util methods duplicate code from JDT core,minor
1428,[logview] hover (tooltip) from error log view doesn't go away,major
1429,NPE during Eclipse build inside the ant verification task,critical
1430,ExportBundleTests failing,major
1431,LocalModelTest failing in HEAD,major
1432,Wrong API Tooling Report,major
1433,[target] Allow users to load a target platform with errors,major
1434,[launching] JUnit Plug-n Test Launch does not work if selecting specific bundles to run,major
1436,Missing @since tags are reported against the MANIFEST.MF file,major
1438,Change export to use new p2 publishing for metadata,major
1439,Widget is disposed error in the .log file,major
1440,[target] issues while working with features and duplicate bundles,major
1441,PDE illegally complains about non-externalized strings,major
1442,[cheatsheet] Inconsistent wording in RCP cheat sheet,minor
1443,[cheatsheets] Create an Eclipse Plug-in cheat sheet needs updating,minor
1445,Usage tests do not perform incremental builds,major
1446,NPE in TargetPlatformPreferencePage2.performOk(...),major
1447,Incremental usage build does not work when restrictions are changed,major
1448,[ds tooling] property dialog issues,major
1449,Labels on 'Main' launch tab does not use sentence style,trivial
1450,[target] [p2] Target provisioner needs to have a mode to show non categorized content,major
1451,Installing from remote site does not download the jars,major
1452,Second state resolved due to premature site access,major
1454,Product launch fails,major
1455,[product] version field getting changed *magically*,major
1456,[launcher] start levels don't get added when launching without a configurator,critical
1457,repoBaseLocation doesn't work,major
1458,[target] support broken for shared targets,major
1459,Unclear plug-in validation problem (Missing Constraint: Import-Package: ...),major
1460,Manifest info not picked up,major
1461,[target] provisioner needs to download features as part of the process,major
1462,[plug-in registry] CCE in RegistryBrowserLabelProvider,major
1463,Startlevel settings of plugins in run configuration are ignored,critical
1464,cannot use xerces bundle,major
1465,PDE launch config Main tab should show more items in combos,trivial
1466,[target] Deadlock after changing target platform,major
1467,Unable to add EE descriptions from repository,major
1468,Plugins having multiple values for one filter attribute fail to get installed,critical
1469,[doc] Fetching from Repositories doc is out of date,major
1470,Find extension point references doesn't work for fully qualified extension points,major
1472,osgi.ws and other similar values are not correctly set,critical
1473,[publisher] Repository created for a product is incomplete,major
1474,Good plugins manage feature requested,major
1476,Self Hosted workspace has bogus eclipse.launcher property,major
1477,don't write out 0 for start levels,major
1478,unable to export product with source bundles,critical
1479,Select All broken in PDE's Edit Target pref page,blocker
1480,Problem dialog without log entry when trying to add target platform,major
1481,"[logview] button ""Show in Stack Trace Console View"" has bogus tooltip",trivial
1482,Need backwards compatibility for 3.4 bundles with custom build.xml,major
1483,trying to self-host debug using an Eclipse Application run configuration causes a NPE in ClasspathHelper,major
1484,[target] improve target provisioning,major
1485,"[launching] when launching from manifest, rcp mail fails",major
1486,Add labels for compare *MergeViewers,trivial
1487,Nested jars are missing from published bundles,critical
1488,Initially invalid PDE workspace preferences,major
1490,Product with no version fails to export,major
1491,NLS wizard breaks plugin.xml,major
1492,Strange API problem reporting,major
1493,Exception from PDECore.stop() when exiting my target,major
1494,PDERegistryStrategy is leaking tons of zip file handles.,major
1495,Feature.xmls don't have their versions replaced,blocker
1496,Product overview page refers to Configuration page instead of dependencies page,minor
1497,Plug-in import breaks my workspace due to not being able to delete,major
1498,[target] error reading manifest for two bundles,major
1499,[launching] Generated config.ini ignores launcher auto-start setting for core.runtime,critical
1500,[target] Hitting apply button does not update reload button.,trivial
1502,Bundle added to target multiple times breaks self-hosting,major
1503,[target] disabled 'Content' tab shows checkbox without label,trivial
1504,[target] Move... button on pref page enabled for multi-selection,trivial
1505,[publisher] Exported product missing eclipse.ini,major
1506,[target] Add implicit dependencies dialog should filter duplicates,minor
1507,313 API tooling errors after using Replace With > Latest from HEAD,major
1508,Plugin jar that has nested Jars inside using Bundle-ClassPath and exports packages on the jars in bundle classpath doesn't make the classes visible to the compiler,major
1509,Source lookup fails when using 3.4 a target platform,major
1510,Add picture of Ankur as contributor,major
1511,unpack default is wrong,major
1512,[category] file selection dialog displays error dialogs while searching,major
1513,[ui] start levels read-only in product configuration editor,critical
1514,"""Export features"" fails with ant error",major
1515,[category] Categorize repository option just does not work,major
1516,"Typo in dialog ""Edit target definition""",trivial
1517,ApiType#getSimpleName() fails for local types with numbers for simple names,major
1519,Eclipse samples review wizard has incorrect text margins,minor
1520,MINOR MINOR: Javadoc clarification,trivial
1521,[target] old plug-ins with non-bundle manifest not recognized by target platform,critical
1523,Riena Features report error in Target Provisioning (cant install !!!),major
1524,Ben needs a pic on the committer page!,major
1525,[target] Target Platform brings plugins back from previous installations,major
1526,[product] do not add fragments to configuration section,major
1527,Dialog help does not show unless page content is selected,minor
1528,p2.inf is not processed if customBuildCallbacks is defined,major
1529,Code Samples creating problem from file-new-other... wizard,major
1530,move PDEPreferencesTestCase to other package?,trivial
1531,[target] Dependency resolution should consider all locations,major
1532,[target] JRE sections named differently,minor
1533,[product] ignore certain program arguments when initializing from a launch config,major
1534,Launching eclipse application fails when a vm arg in eclipse.ini contains a space,major
1535,Export wizards have missing mnemonics,trivial
1536,[target] duplicate bundles appear when restoring state,major
1537,Edit Software Site dialog offers wrong features,major
1538,Properties files missing in imported plug-ins,major
1539,PDE doc missing concepts folder - UA Test failure,major
1541,NPE running API use scan,major
1542,ArrayIndexOutOfBoundsException running use scan,major
1543,ZipException scanning bundle with other entries on bundle classpath,major
1544,API tools wastes memory re-creating API types,major
1545,Plug-in Validation dialog uses wrong parent shell,minor
1546,[regression] All resources missing when importing plugin as source project,major
1547,Search engine should report results after a threshold has been hit,major
1548,API tooling performance must be improved,major
1549,[product] not added to feature based product without deltapack,major
1550,RCP application does not launch when having an own config.ini with generic bundle URLs,major
1551,"[Doc] Broken hyperlink in help page ""Layout of Feature Metadata""",minor
1552,addRepository settings absent for non-Admin users on Vista,major
1553,NPE in ReferenceExtractor.visitMethod(ReferenceExtractor.java:1164),major
1554,Unused strings in plugin.properties for api tools UI,minor
1555,product mirroring from context should be non-greedy,major
1556,product mirroring from context should be non-greedy,major
1557,ReferenceExtractor is failing to lookup method signatures (caching problem),major
1558,NPE when product does not want to show filter,major
1559,"Legal plugin name should be allowed to include ""-""",minor
1560,Extension point schema doc builder misses apiInfo section,major
1561,TVT35:TCT335: CHS: Duplicate Mnemonic Keys,minor
1562,TVT35:TCT333: CHS: Duplicate Mnemonic Keys,minor
1563,Baseline 'workspace' is disposed logged and API tooling wrongly reports missing @since tag problem,major
1564,TVT35:TCT347: CHS: Duplicate Mnemonic Keys,minor
1565,[registry] view crashes Eclipse 3.5 (build id: 20090619-0625),major
1566,'Target Platform State' view has no verticle scrollbar.,major
1567,[ds tooling] modifying component immediate or enabled state breaks component's xml,major
1568,Lots of wrong errors from incremental build after accepting incoming changes,major
1569,[target] Variables buttons on arguments tab are different sizes,trivial
1570,[import] [regression] Import as source,major
1573,"bug in ""Create an Eclipse plug-in -> Create an update site"" cheat sheet",minor
1574,[ua] [editor] On save help editors remove new items from the table,major
1575,NPE during save cycle,critical
1576,DVT35:TCT601: FRA - Access Rules title should be in bold,minor
1577,Adding a constant to an API interface then removing causes incorrect @since error,major
1578,Product editor content not replaced when underlying file changed,critical
1579,BLOCKER: Fragment editor could not be open.,blocker
1580,Several NPEs on shutdown,critical
1581,Clean + build ==> NPE in FeatureErrorReporter.validateVersion,major
1582,PDE customBuildCallbacks.xml template report wrong jar.location,minor
1583,Find unused dependencies does not consider references to Java classes from plugin.xml,major
1584,[target] features not being provisioned,critical
1586,NPE in NameVersionDescriptor hashCode() method when the version is null,major
1587,ProductIntroWizardPage does not dispose its FormToolkit,major
1588,Errors when applying patch with new API and version # increments,major
1589,Plug-in Dependencies View incorrectly identified in Help Tips and Tricks,trivial
1590,PDE does not correctly consider exported packages of a bundle,major
1591,API tooling not triggered when updating from CVS,major
1592,Product export produces application that is not executable,major
1593,API tooling keeps lock on files (was: import fails because files cannot be deleted),critical
1594,Poor API builder performance on manifest changes,critical
1596,[perfs] Regression on 'Open Plug-in Editor: plugin.xml' test,minor
1598,Application.close() method provided by template is not correct,minor
1599,NPE during Export -> Product,critical
1600,NPE in SystemApiDetector.considerReference,major
1601,Plugin export creates faulty bundle when using custom target platform and junit4 dependency,major
1602,"""Plug-in with a property page"" template generates incorrect code",minor
1604,Log view tests don't have package access to LogEntry methods,major
1605,Editing extensions in PDE editor creates invalid plugin.xml,major
1606,"'Plug-in Seach' radio buttons are ""blocked""",minor
1607,"Improve wording of ""Add to Java search""",trivial
1609,Problems with auto start and start levels have in headless mode of PDE build - no bundles.info is created.,major
1610,Junit plugin test launcher creates incorrect dev file,major
1611,"Use extension points for adding view in ""RCP with a view"" example",minor
1612,NPEs in SystemApiDetector.considerReference,major
1613,"Extension Point Scheme Editor: attribute type ""identifier"" not documented.",minor
1614,Exporting org.eclipse.osgi as an install into host causes a extracted folder for the framework,major
1616,Widget disposed exception when closing LCD without closing PluginStatusDialog,minor
1618,API builder fails to build dependent types,critical
1619,Add ability to run e4 based tests using PDE's JUnit Plug-in Test,critical
1620,"Remove use of the word ""profile"" to mean baseline",trivial
1621,Plug-in import detail page has bad layout in linux,minor
1622,NPE in createApiDescription,major
1624,Polish 'Delete Plug-in Projects' dialog,trivial
1625,Restore Defaults doesn't swich two options in API Errors preferences,minor
1626,Memory leak due to requesting delta but never using it,major
1627,[PDE Templates] Unnecesarry imports,trivial
1628,"empty 'source' bundles generated for ""binary only"" bundles",major
1629,Refactoring fails to update model caches,major
1631,Name collision for certain method keys causes false-positive illegal use to be reported,major
1632,Race condition causes API filters to be removed,major
1633,A typo in the help Plug-in Development Environment Guide -> Concepts -> Feature,trivial
1635,API builder performance still bad for incremental build,major
1636,Suggesting to display the outline view below the package explorer by default,trivial
1637,[target] Removing and restoring default target definition does not remove message,minor
1638,Non-NLS'd string in ApiUseScanJob,trivial
1639,Missing NLS message using I20100128-1731,trivial
1640,Typo in /org.eclipse.pde.core/src/org/eclipse/pde/internal/core/pderesources.properties,trivial
1641,Wrong error reported + error in .log,major
1642,API builder throws error when deleting a project,major
1643,Error logged during Window > Show view due to pde.runtime.RegistryBrowser,minor
1644,"Can no longer validate selected bundles in launch config - ""No bundles are selected"" - Config only starts with osgi bundle",major
1646,Dependency properties dialog has no title,minor
1647,Log entry each time I delete a *.java file,major
1649,"Regression: Cannot ""install into host"" with I20100302-0800",major
1650,'Export > Deployable Plug-ins > Install into host' fails,major
1651,Target Content preference page resolves always target contents,major
1652,PDE Build fails when generating P2 meta data,critical
1653,Sporadic ConcurrentModificationException when importing existing plugin projects,critical
1655,"In the style tag of jsp file, when the cursor is located before the �g<�h character of </style> tag, the content assist function may not work properly.",major
1657,Wrong build order impacts badly API tooling features,major
1659,"Plug-in import wizard: ""Delete Plug-in Projects"" doesn't delete filtered plug-ins any more",major
1660,NPE in API builder,major
1661,SimpleProfileRegistry NPE on shutdown,major
1662,Adding Classpath Entries using IBunldeProjectDescription does not add entries to the bundle manifest,major
1663,"DBCS3.6: NL Characters in the API Use Report are displayed as question mark ""?"".",major
1664,"'zos' platform support, or unknown platform support for BrandingIron",minor
1666,Adding import packages to Manifest.MF does not cause rebuild,major
1667,IBundleProjectDescription.setHeader should allow empty entries,major
1668,Product Configuration editor doesn't respect no execution environment selection,major
1669,Add Project Explorer is as Show In target to PDE perspective,trivial
1670,[patch] 'Remove' button is prematurely enabled in component definition editor,minor
1671,Import plugin with source doesn't work correctly,major
1672,Plug-in Manifest Builder fails with errors/exceptions during build of workspace,critical
1673,classpath entries added using Manifest.MF editor need to check the bundle root.,major
1675,bundle project description initialization issues,major
1676,PDE doesn't update Plug-in Dependencies in project with flexible bundle root,major
1679,CCE thrown when filtering bundles in launch config,major
1680,plugin.xml editor very slow when XML not correct,major
1681,Software content selection wizard does not add filtered content,major
1683,[regression] APIFreezeTask no longer supports R:<pattern> entries in the exclude file,major
1684,IOOBE in org.eclipse.pde.internal.core.builders.BuildErrorReporter.validateSourceEntries(...),major
1685,Setting / removing API baseline makes .settings/.api_filters dirty,major
1686,Headless Junit configs require the workbench to run,major
1687,External target definition file shows with Object#toString on the preference page,minor
1688,BuildErrorReporter.validateExecutionEnvironment(...) wrongly write to .log,major
1689,InvalidRegistryObjectException updating plug-in dependencies,major
1690,Validate on feature based launch config does not consider application plug-in as requirement,major
1691,PDE Product Export fails with NPE in 3.6m7,critical
1692,DS editor hung in UI thread,major
1693,PDE Extension editor unreliable in 3.6,critical
1694,BundleException is thrown for empty Import-Package entry,major
1695,Plug-ins view: change mnemonic in Import As from I to m,trivial
1696,Plug-in import failed: could not delete files (JAR) / target out of sync,critical
1697,save participant collision,major
1698,"empty 'Plug-in Dependencies' after checking out ""org.eclipse.jdt.apt.core""",critical
1699,NPE from import page crashes Eclipse,major
1700,ConcurrentModificationException while setting .target file as active target,minor
1701,[patch] [target] Edit target wizard content page should set focus to target name,trivial
1702,NPE when trying to import binary plug-ins,major
1703,Feature Manifest Editor: compute dependencies cause adding plugin even if imported package marked as optional,minor
1704,Many errors after import,critical
1705,"Product export hangs at ""Generating metadata"" when exporting linux version on mac.",major
1706,Target Platform misses plugins,major
1707,Update target definition doc for feature based targets,major
1708,Add new help doc in Tasks section for import from source repository (CVS),minor
1709,[target] Label for target content should update when managing with features,minor
1711,"bundles with compile errors never published even through p2.publishonerror is set to ""true""",major
1712,Extra ending comment tag in helloworld-feature.xml,major
1713,"bundles with compile errors never published even through p2.publishonerror is set to ""true""",major
1714,Set as Target platform in Platform editor always fails,major
1716,"Reference to java.util.Timer(String, boolean) not reported as error under 1.4",major
1717,Product file based on launch configuration = crashed application,critical
1718,Target platform gets out of sync at each Eclipse restart,major
1719,"Add missing @since tag suggests wrong version, causes additional work",major
1721,"When using headless build, java process does not exit with exit code !=0 when build fails",major
1722,Headless build can't build more than one feature,major
1723,Conflicting mnemonic in 'Target definition' export wizard,minor
1724,"""Plug-in Dependencies"" container not resolved for certain projects",major
1725,Can't launch because org.eclipse.sdk.ide product is not found,critical
1726,Component Definition Editor has UI Deadlook on close,critical
1727,Manifest of org.eclipse.pde.build lacks Eclipse-BundleShape directive,minor
1728,[patch] - Automatically select a new baseline when it is the only one,minor
1729,Can't remove missing plug-in through the Target Definition editor,major
1730,[regression] NPE running Ant task,major
1732,Headless build failure with Eclipse 3.6.1,major
1733,deselecting anything in a target removes OSGi,critical
1734,Launching with features should not add optional things,major
1735,"""Preferences > Plug-in Development"" is missing ""JUnit"" keyword",trivial
1736,Wording of new JUnit workspace location preference,trivial
1737,PDE API Tooling crashes if plugin.xml contains non-ascii characters,major
1739,feature build.properties loaded repeatedly,minor
1740,org.eclipse.sdk feature version suffix decreased in M3,major
1741,multiPageEditor template leaks SWT Font,major
1742,Baseline wizard does not indicate what it is doing,minor
1743,Provide more control over the target platform cache,major
1745,Extension editor scrambles plugin.xml,major
1746,Fix for wrong usages of affect* and effect*,trivial
1747,Target platform no longer allow for random IUs to be referenced,critical
1748,Warning/Error for missing API Tools EE description,major
1749,[target] IU containers do not report all contained features,major
1750,Tons of errors after plug-in import,major
1751,NPE when importing binary plug-ins,critical
1752,XML layout not displaying,major
1753,Could not locate method ... error logged,major
1754,Reattaching detached 'Error Log' view seems to kill the view,major
1755,Helios Plug-in Development Environment Guide Documentation - Duplicate Entry,trivial
1756,'Edit location...' button in 'API Use Scans' preference page should be in title case,trivial
1757,NPE in Declarative Services Component wizard,major
1758,Checked count on setup wizard has white background on Linux,trivial
1759,Launching a JUnit test takes minutes writing platform.xml,major
1760,Closing the DS editor with cmd-w causes deadlock,major
1761,Editors preference page does not refresh all controls on restore defaults,trivial
1762,Externalize String Wizard can lose all edited substitution keys,trivial
1763,Tell the user when the target platform is empty,major
1764,"Bad error ""The superclass hierarchy for [..].JdtApt has been reduced""",major
1765,[target] The plug-in table disappears when the filter is cleared,major
1766,Import tests DNF when importing from repository,major
1767,Use CSS instead of hard-coded <font>,trivial
1768,Eclipse OSGi IDE doesn't following correctly  the OSGi R4 specification,major
1769,Manifest Editor unstable in 3.7,major
1770,NPE when removing locations from target definition,minor
1771,Non UI thread applications no longer have their test harness set,critical
1772,pde api tools fragments specify a specific version of the host bundle (1.0.201),major
1774,"[JUnit] plug-in tests don't start when ""Run in UI thread"" is unchecked (3.7M6)",major
1775,Update publisher doc,minor
1776,The arrows in the Import plug-ins and fragments wizard page could be changed,trivial
1777,[ds tooling] Component Definition Editor causes IDE crash,major
1778,NPE in Manifest Editor when adding packages,major
1779,Extension point deletion is non-intuitive,minor
1780,Extension editor corrupts plugin.xml causing data loss,major
1781,NPE Launching when workspace contains a project deleted from disk,major
1782,API problems in 'org.eclipse.help.base',major
1783,NPE browsing external plugin on search path,major
1784,Component editor produces invalid MANIFEST.MF - line too long,critical
1785,Incorrect casing on API Use Scans tab on error/warnings pref page,trivial
1786,"Empty ""all.plugins"" target if plugin already exists in base",major
1787,Regression to 3.7: 'Select All' on target preference page does nothing,major
1788,Canceling a build should not log an error,minor
1789,Too many errors not filtered in I20110519-0800,major
1790,Manifest editor Add... imported package thows NPE,major
1791,"Issue with ""random"" ClassNotFoundException: javax.servlet.Servlet",critical
1792,Missing character in string,minor
1793,[site] Building a larger update-site crashes the workbench,major
1794,[target] Target Platform Resolution Fails with unsatisfied dependencies in Indigo but works in Helios SR2,major
1795,Help -> About Eclipse dialog won't display due to NullPointerException,major
1797,[target] Target Platform Resolution Fails with unsatisfied dependencies in Indigo but works in Helios SR2,major
1799,Clean up EE description fragments,trivial
1800,Uninstalling API Tools descriptions does not update the preference page,major
1801,"[target] URISyntaxException when parsing repository/@location is interpreted as ""All Available Sites""",major
1802,Setting Target Platform doesn't update ECLIPSE_HOME until workbench is restarted,major
1803,Extension Element Details not updated after selection change,minor
1804,"Generate an activator, reselected",minor
1805,PDE launcher deletes EVERY FILE in HOME DIR (and potentially on DISK) if configuration directory changed,critical
1806,pde api tools fragments specify a specific version of the host bundle (1.0.201),major
1807,Fix 'Import from repository' menu label,trivial
1808,Launching a product from the product editor creates a generic launch,major
1809,PDE core target package is broken in the git repository,major
1810,Bidi: Bidi characters are replaced by underscore line in New > Plug-in Project wizard,minor
1811,Cannot create build script anymore: NPE thrown during the operation,critical
1812,Buffer overflow,major
1813,org.eclipse.pde.api.tools exports a package it does not have,minor
1814,NPE on loading PDE Target Platform with DirectoryBundleContainer having jars with non-OSGi manifests,major
1815,[patch] Product validation doesn't find plugin needed in two versions,major
1816,More keywords needed on PDE preference pages,trivial
1817,Many API tools EE description error false positives,major
1818,Debug tool items show up in the 'Plug-in Development' perspective,minor
1819,Target platform should import launcher arguments same as vm arguments,critical
1820,Creating a product for a plugin -> Extension tab is still empty until editor is closed an re-opened,major
1821,Manifest editor extensions tab tree scrolls upwards on save,trivial
1822,[target] Software site (IU) locations don't remember included software settings,major
1823,scm bundle importer must reset pages before setting selection,major
1824,PluginImportOperation should not delete project content from disk if it is not at default location,major
1825,[i18n] internationalized English text has mixed value.,trivial
1827,Buttons in extension editor are broken,blocker
1828,"Plugin Manifest Editor / Extensions / Add, Remove, Edit Button wrong command",major
1829,Product export aborts silently,major
1831,Buttons executing incorrect action in extensions form editor,major
1832,PDE Extension editor buttons not working correctly,major
1833,Hello RCP template fails to launch,major
1834,Delete org.eclipse.pde.internal.ui.PDEPluginImages.DESC_WORKBENCH_LAUNCHER_WIZ and its icon,trivial
1835,Incorrect version range created if minimum version is omitted,major
1836,Remove about/feature info from the doc plug-ins,trivial
1837,IBundleProjectDescription#setRequiredBundles() is not working appropriately,major
1838,import plug-in project from Git does not work if repo is already there,critical
1839,org.eclipse.pde.core.target is missing in doc,trivial
1840,org.eclipse.pde.ui.target is missing in doc,trivial
1841,The Wizard mentioned for Java Project to PDE migration is not visible,major
1844,Text slightly confusing on New Feature Patch Project wizard doc,trivial
1845,[patch] AFE in BuildCommand.addBuilder from AutoBuildJob,major
1846,Memory settings for Plugin Development are not loaded,critical
1847,Multipage editor gets badly confused,major
1848,"Typo in ""Key 'mathProcessorName' is not found localization properties file""",trivial
1849,build.properties does not exist,major
1850,Export plugins no longer works on Mac OS X,major
1851,PDE Unstable ~ Feature-based product corrupts project,major
1852,org.eclipse.debug.examples.* have false-positive PDE errors,major
1853,Headless build breaking on Indigo Service Release 2,major
1854,PDE Plug-in Export Wizard stores JAR-signing password in clear text,major
1855,TVT/DVT3.8:TCT136: TVT_CHS: Duplicate Mnemonic Keys,minor
1856,TVT/DVT3.8:TCT135: TVT_CHS: Duplicate Mnemonic Keys,minor
1857,Processing API deltas is not cancelable,critical
1858,Cannot open fragment - ClassCastException,critical
1859,Rename icon does not update plugin.xml,major
1860,[1.8] Update to ASM 5.x,major
1861,[Contributions] Plug-in example for 'popupMenu' uses deprecated popupMenu extension,major
1862,Host OSGi console warning does not show newline,trivial
1863,org.eclipse.pde.api.tools.ui has smaller bundle version than in 3.6.2+J7,major
1864,org.eclipse.pde.api.tools.ui has smaller bundle version than in 3.6.2+J7,major
1865,"Wizard built ""Hello World"" RCP produces errors.",major
1866,Feature Manifest and several other editors don't respect end-line delimiters,major
1867,"photran JRE fatal error when click on ""FORTRAN DECLARATION"" in Eclipse Juno",blocker
1868,[product] Cannot remove the version in Eclipse 4.3 Integration build,major
1869,Tracing UI bundle declarative service causes the workspace prompt to not display,major
1870,[3.8.2] Tracing UI bundle declarative service causes the workspace prompt to not display,major
1871,Samples cannot be loaded from the welcome page,major
1872,"Remove ""Customize page"" toolbar button from Welcome view",major
1874,Compiler error in 'EditIUContainerPage' because internal code changed,major
1875,Samples cannot be loaded from the welcome page,major
1876,No EUL for pde.api.tools.ee.feature,major
1877,[patch] [target] Target Content not updated when back button is used,minor
1878,ArrayIndexOutOfBoundsException when running a scan,major
1879,[target] Class cast exception with custom ITargetLocation,major
1880,Tests sometimes DNF due to too much console output,major
1882,Plug-in Image Browser view: workspace scanner broken,major
1884,TagScanner and markers treat package default members as API,major
1885,Product Export can not generate a executable in Eclipse 4.3 M6,major
1887,Product Export fails and does not create Native Launchers,major
1888,Unsupported tag on a secondary type causes two problems to be created,major
1890,Quick fix to add require bundle for missing class does not check if that class is visible,minor
1891,Missing full stop in Javadoc of @noreference for class and interface,trivial
1892,Missing Non-NLS tag in LaunchArgumentsHelper,trivial
1893,"Remove support for old style (pre-OSGi, 2.0) plug-ins",critical
1894,Wrong status after canceling target resolver,minor
1895,NPE on opening xml file using Plug-in Manifest Editor,minor
1896,Contents of product file not saved when launching from product editor link,minor
1897,compile failure in N20130731-2000,blocker
1899,All extension point docs which include a file using the schema: protocol are broken,critical
1901,NPE in BaseApiAnalyzer.processType,major
1902,Debugger opens Java file which is not on classpath instead of class file with attached source,critical
1903,Plug-in import wizard no longer shows bundles that are disabled in the target,critical
1904,Add identifier-type to extension point schemas,major
1905,[manifest][validation] Missing comma not detected after multiple optional parameters,major
1907,Unjustified @since tag error during incremental build,major
1908,Exception on each Quick Fix invocation,major
1909,ManifestUtils should print Manifest-Version key in the first line of the MANIFEST.MF file,major
1910,"[12] testCustomEnvironment fails with ""Activator class missing"" error",major
1911,Error Log view doesn't show/copy plug-in for log entry,major
1913,"Remove or clean up ""a.b.c"" plug-in from PDE UI repo",minor
1914,testExport14Environment junit assertion Missing exported bundle,major
1915,Change org.eclipse.pde.ui extension point examples to use png,trivial
1916,[patch] [target] TargetContentsGroup does not consider custom location images,minor
1917,OOME in Plug-in Image Browser,major
1918,org.eclipse.pde in eclipse.pde repo should be removed,minor
1919,Errors running builder 'API Analysis Builder' on project,critical
1920,Plug-in Dependencies view empty in Eclipse 4.4,major
1922,NPE trying to open Dependencies and target Platform State views,major
1923,Wrong API Tools errors in org.eclipse.core.runtime (ADDED and REMOVED annotation types),major
1925,HTML tags should not be contained for i18n target,trivial
