,summary,severity
1833,strict_isolation: cannot remove users from the bug if their privs changed so that they can no longer edit bugs in the product,major
1834,email_in.pl permissions not good after running checksetup,minor
1836,No obvious way to log in to view/change a bug when you're not logged in.,major
1837,Better date format in user account creation and email address change,minor
1838,buglist.cgi can throw an error about JavaScript even though QuickSearch no longer uses JS,minor
1839,IIS5 gives 405 error on login from homepage (index.cgi not explicitly specified),minor
1840,Message confusing when your version of DBD::foo is too old,trivial
1841,Disabling CC list <select> for logged-out users can make the list unscrollable,minor
1842,login-small.html.tmpl's table needs an id for skinning,minor
1843,Upgrading from 2.20 to latest CVS produces error message in contrib/recode.pl,critical
1844,Inefficient SQL: Selects milestones one-by-one,minor
1845,Inefficient SQL: Bugzilla/User.pm can_see_bug permission check,minor
1846,Code determining if named queries should be shown in the page footer is suboptimal,minor
1847,<select> fields for flags are of different widths if you are not in the grant group for all flags,minor
1848,"""Unclassified"" classification appears in ""Format for Printing"" but not normal view",minor
1849,no space in Attachments on this Bug:263,trivial
1850,"There is a ""show votes for this bug"" link when the bug has no votes",trivial
1852,No way to search for private comments,major
1853,Flag::retarget() is broken,major
1854,Do not call can_see_product() from templates,minor
1857,dataloss warning from UTF8 conversion is not precise/scary enough,minor
1858,Some accesskeys are duplicated when viewing a bug,minor
1859,"on confirming a new account page, wrong 'Email Address' is shown when logged in",minor
1860,custom field creating page produces invalid html,minor
1861,"Watching-related text at bottom of ""Email Preferences"" page has typos",minor
1862,Watcher list should be sorted alphabetically,minor
1863,Flag options should be disabled for users that cannot request or grant/deny them instead of showing a blank drop-down,minor
1864,"Either use ""Cc"" or ""CC"" for ""carbon copy"", not both!",minor
1865,"""Flags"" and ""Requestee"" header text looks bad compared to other headers",minor
1866,"post_bug.cgi does not validate due to invalid id for ""Reassign bug to ..."" <input>",minor
1867,"Clicking ""Hide/Show Obsolete"" link should not scroll show_bug page",minor
1868,"If user does not have a real name, just e-mail address should be displayed instead of "" <user@email.tld>""",minor
1870,Remove Netscape-specific parts of guided form,trivial
1871,describecomponents.cgi is blank,major
1873,bugzilla won't let me attach a patch when i file a bug,major
1875,Success messages in userprefs.cgi shouldn't be red,minor
1876,#cNN comment not part of linkified URL,minor
1877,"Performance problems with multiple fields chosen in the ""where one or more of the following changed"" box",major
1878,Landfill needs more hard drive space,major
1880,period is on the wrong side of parentheses in priority description,trivial
1881,Changing the context of a patch fails,major
1882,"When running a shared saved search, its name is not displayed at the top of the bug list",minor
1883,Period is on the wrong side of a bunch of other parentheses,trivial
1884,The modification date of flags is erased on flag modification,major
1885,"[mod_perl] click OR, AND or ADD... button in bool charts initiates search",major
1887,We need a QA installation on landfill running on mod_perl,minor
1888,Lists of bugs (a.k.a tags) may be overwritten or deleted when tagging a new bug,critical
1889,Small comment textarea has spurious inline style causing CSS warnings in Error Console,minor
1890,query.cgi: Use of uninitialized value at line 178,minor
1891,CSS error in dependency-tree.css,minor
1892,"Tag-related error messages should mention ""tag"" instead of ""saved search""",minor
1893,"If product/component does not have any flags, ""Flags: / Requestee:"" header should not be shown on the bug creation form",minor
1896,Some templates do not use get_status(),minor
1897,bug/summarize-time uses p as br,trivial
1898,Locate Attachment page still has an Edit button,trivial
1899,admin/components/select-product has useless <p>,trivial
1900,admin/fieldvalues/create has useless <p>,trivial
1901,admin/fieldvalues/created has useless <p>,trivial
1902,admin/fieldvalues/deleted has useless <p>,trivial
1903,admin/fieldvalues/edit has useless <p>,trivial
1904,admin/fieldvalues/footer produces invalid markup,trivial
1905,admin/milestones/create has useless <p>,trivial
1906,admin/milestones/created has useless <p>,trivial
1907,admin/milestones/deleted has useless <p>,trivial
1908,admin/milestones/edit has useless <p>,trivial
1909,admin/milestones/footer produces invalid markup,trivial
1910,admin/milestones/list has useless <p>,trivial
1911,admin/milestones/select-product has useless <p>,trivial
1912,admin/milestones/updated has useless <p>,trivial
1913,admin/products/groupcontrol/confirm-edit uses p as br,trivial
1914,admin/products/groupcontrol/edit uses p as br,trivial
1915,admin/products/groupcontrol/updated uses p as br,trivial
1916,admin/products/confirm-delete uses strange mark up,trivial
1917,admin/products/footer produces invalid markup,trivial
1918,admin/products/list has useless <p>,trivial
1919,admin/products/list-classifications has useless <p>,trivial
1920,admin/products/updated uses strange mark up,trivial
1921,admin/versions/confirm-delete uses strange mark up,trivial
1922,admin/versions/create useless <p>,trivial
1923,admin/versions/created has useless <p>,trivial
1924,admin/versions/deleted has useless <p>,trivial
1925,admin/versions/edit has useless <p>,trivial
1926,admin/versions/footer produces invalid markup,trivial
1927,admin/versions/list has useless <p>,trivial
1928,admin/versions/select-product has useless <p>,trivial
1929,admin/versions/updated has useless <p>,trivial
1930,attachment/confirm-delete uses p as br,trivial
1932,admin/groups/delete has unescaped &,minor
1933,attachment/edit has unescaped &,minor
1935,reports/create-chart has unescaped &,minor
1936,emailregexpdesc: should not say 'English' here,minor
1937,Periods in wrong place in relation to parentheses,trivial
1938,global/user-error uses p as br,trivial
1941,account/profile-activity has useless <p>,trivial
1942,account/email/confirm-new uses p as br,trivial
1943,account/prefs/permissions uses invalid usage for p,trivial
1944,Bugzilla misleadingly shows 'Show last search results' link,minor
1945,bz_webservices_demo.pl does not appear to match the API as defined in the Webservices code,minor
1946,email_in.pl is case-sensitive for products due to Bugzilla::User->can_enter_product,major
1947,An error is thrown when attaching a too big file on bug creation,major
1948,"Incorrect ""Cancel"" link when moving bug to another product",minor
1949,There's no visible indication of how to set an alias on an existing bug,minor
1950,"Problem with foreign characters (æ, ø, å, Æ, Ø and Å)",major
1951,QuickSearch gets confused by colons in quotes,minor
1952,Trim whitespaces from the URL field,trivial
1953,"Bugmail incorrectly sent when CC list of a bug I'm watching via QA contact changes, with QA email for CC changes turned off",minor
1954,Remove obsolete 'compatibility' comment about sending mail to disabled accounts,minor
1955,Can't use attachments.thedata as a field name when using old saved search,minor
1956,"On process_bug.cgi with submit_action=nothing, provide Next/Prev link",minor
1957,flag notification mail has canceled spelled incorrectly,trivial
1958,everconfirmed is no longer passed to XML bug files,major
1959,testserver.pl fails to find the GID for the httpd process,major
1960,Bugmail messed up if adding dependency for resolved bug in new bug,major
1961,Cannot clear inactive flags anymore,critical
1962,Use of uninitialized value in numeric eq (==) in ./importxml.pl if the bug is not visible to the reporter and the CC list,minor
1964,Big attachments which should be stored locally are not,critical
1965,Editing an attachment while logged out asks you to log in twice,minor
1966,"Doc imprecision concerning the ""usetargetmilestone"" parameter",trivial
1968,Deleting an attachment should set isobsolete to 1,minor
1972,Useless <p></p> tags in admin/products/footer.html.tmpl,minor
1973,Upgrade from 2.16 and earlier does not work with DBD::mysql 4.0,major
1974,Bugzilla_logincookie should not be accessible via javascript,major
1975,Release Notes for Bugzilla 2.20.4,blocker
1976,"Security Advisory for release of Bugzilla 2.20.4, 2.22.2, and 2.23.4",blocker
1977,email_in doesn't set remaining hours when resolving a bug,minor
1978,"prior should read ""earlier"" in edit groups",trivial
1980,"Success message for adding a tag is titled ""Bugzilla Message""",trivial
1981,Api Documentation of Bugzilla::WebService::Product with wrong title.,trivial
1982,Last two flags in list have fonts that don't match rest of flags,minor
1983,"Link for ""Target Milestone:"" goes to wrong place on new bug page (remove milestoneurl)",minor
1985,Attachment edit page has unneeded <br>s,trivial
1986,Meaningless column in userprefs.cgi if the user cannot share his saved searches,minor
1987,Dependency graph wrong url path under mod_perl,major
1988,Release Bugzilla 3.0rc1,blocker
1989,"Create ""new features"" page for Bugzilla 3.0 and update Release pages",blocker
1991,Create a Status Update for Bugzilla 3.0rc1,blocker
1992,"Update ""Download"" Page for Bugzilla 3.0rc1",blocker
1993,"Update ""Changes"" Page for Bugzilla 3.0rc1",blocker
1994,Release/News Announcement for Bugzilla 3.0rc1,blocker
1995,Update bugzilla-update.xml for Bugzilla 3.0 RC1,blocker
1996,Bugzilla UI broken with Firefox 2.0.0.x,major
1998,query.cgi associates wrong components with products if at least one product has no component,major
1999,reporter_accessible and cclist_accessible checkboxes in show_bug.cgi appear editable by users with no privs,minor
2000,process_bug.cgi should only validate longdesclength on mid-air collision,minor
2001,email_in.pl script signature delimiter not recognized,major
2002,Firefox squishes bugsearch window making it difficult to use,minor
2003,Bookmarkable template URLs on enter_bug.cgi should not contain tokens,minor
2004,JavaScript warnings in attachment.js,minor
2005,patch viewer shouldn't rely too heavily on index line,minor
2006,Versions from 2.17.4 - 2.23.2 can no longer upgrade,critical
2008,p in the last li looks like it's other block,trivial
2010,Wrong variable used when clearing the bug resolution,minor
2012,InnoDB conversion can fail silently,major
2013,Construction of the initial state not correct for UNCONFIRMED status,major
2014,Custom field names must be all lowercase or buglist.cgi sorting throws an error,major
2015,Cannot iterate through search results,minor
2016,Time-tracking and attachment tables look too different,minor
2017,internal error when attempting a clone with no target milestone,major
2019,Able to see a bug for which i don't have prmission,critical
2020,Some <table> tags are incorrect in admin/groups/edit.html.tmpl,minor
2021,Release of Bugzilla 3.0,blocker
2022,Incorrect timestamps when creating bugs or adding additional comments,major
2023,The UI of index.cgi is broken,major
2024,footer should have clear:both in css,minor
2025,"Installation is broken by ""can't coerce array into hash""",critical
2026,Typo in the Bugzilla::WebService pod,trivial
2027,GD::Graph requires GD::Text (not vice-versa),minor
2028,makedocs.pl --with-pdf parameter check is buggy,minor
2030,Changing the requestee of a flag should not change the requester if the one doing the change is the requestee himself,minor
2032,"The 'bug number' is invalid. If you are trying to use QuickSearch, you need to enable JavaScript in your browser. To help us fix this limitation, add your comments to bug 70907",major
2033,page cannot be displayed error while creating/updating bugs,major
2034,Users with editcomponents for a product don't see hyperlink to editproducts.cgi,minor
2036,Incorrect link to the documentation when trying to view an nonexistent saved search,minor
2037,Status Update for Bugzilla 3.0,blocker
2038,Update Download Page for Bugzilla 3.0,blocker
2039,"Update ""Changes"" Page for Bugzilla 3.0",blocker
2040,Release Announcement / News-Page Update for Bugzilla 3.0,blocker
2041,Release Info Pages and Index for Bugzilla 3.0,blocker
2042,Finalize Release Notes for Bugzilla 3.0,blocker
2043,Grammatical polishing for the QUICKSTART file,trivial
2045,"don't strike out ""cancel and return to"" it makes the link unreadable",minor
2046,collectstats.pl can't find ThrowCodeError when a failure occurs,minor
2048,Default CC is ignored when creating a bug via the webservice,major
2049,contrib/bz_webservice_demo.pl is unable to display bug data correctly,minor
2050,Kerio sendmail causes invalid argument  - called from Mailer.pm,minor
2053,"Incorrect charset specification in ""please wait"" screen when server push is in use",minor
2054,email_in.pl documentation does not contain all required fields for new bug creation,minor
2055,Voting for a bug gives a table lock error,critical
2056,whine.pl not sending any email anymore,major
2057,"The guided enter bug form says ""Create a new Attachment"" link on the bug, but the link is ""Add an attachment""",trivial
2061,Bugzilla.timezone should be LOGIN_EXEMPT,trivial
2062,[SECURITY] Insufficient escaping of From address when using Sendmail,major
2063,Cannot move bugs to another installation: status_workflow table not locked,critical
2064,Should check for bogus keywords before asking for new product details,minor
2066,Attachment Details page's JS code contains debugging alert,minor
2068,Single dependency loop detect not working.,critical
2069,"[Windows] Remove ""ppm repo up"" instructions for ActiveState builds 819 and higher",minor
2070,'bug' hardcoded in setting-descs.none.tmpl,trivial
2071,Remove obsolete $field_descs.groupset,trivial
2072,Restricting a bug to a group sets reporter_accessible and cc_accessible to 0,major
2073,'buglist_load_named_query' from global/messages.html.tmpl is obsolete,trivial
2074,Misordered variables when calling diff_arrays from process_bug.cgi,trivial
2075,Bugzilla 3.0 does not wrap Japanese comment text,major
2076,Do not list series you cannot plot,minor
2077,CSV export gives resolution and status in English,minor
2078,Can't edit shared queries if you can't run them,minor
2080,"Release 2.20.5, 2.22.3, 3.0.1, and 3.1.1",blocker
2081,"Security Advisory for 2.20.5, 2.22.3, 3.0.1, and 3.1.1",blocker
2082,Remove setup.cgi from Bugzilla (no web-based installation),blocker
2083,"The ""remaining_time_zeroed"" message is displayed even if none of the bugs being changed has its remaining time > 0",minor
2084,Wrong file name in customization.xml,minor
2085,"""url"" should be ""URL""",trivial
2086,Bugzilla/Template.pm fails on perl 5.9.5,major
2087,Uninitialized value in process_bug.cgi when user is in the timetracking group and there's no comment field,minor
2089,Minimum version of XML-Twig may be required,minor
2090,"In the ""Name and Password"" panel of userprefs.cgi, leaving the ""Password"" field empty throws an error",minor
2091,Write Release Notes for Bugzilla 3.0.1,blocker
2092,filetemp.patch and dbschema.mysql should be removed from the docs directory,minor
2093,"Warning box says ""Caution"".  Info requiring attention says ""Warning"" - p. 3",trivial
2094,Perl errors can display the password during login,minor
2095,Modifying a bug via email_in.pl fails because there are many fields that process_bug.cgi requires but aren't provided to it,major
2096,checksetup.pl fails when fixing broken series due to BUG_STATE_OPEN pointing to the not yet created bug_status.is_open column,major
2097,Staggered headers don't check dotweak properly,minor
2098,"colchange, login, and a number of other forms are missing a space before checked",trivial
2099,Obsolete instructions in template variables.none.tmpl concerning bug_re.,trivial
2100,Release Notes for Bugzilla 2.22.3,blocker
2101,Release Notes for Bugzilla 2.20.5,blocker
2102,"Release/News Announcement for Bugzilla 3.0.1, 3.1.1, 2.20.5, and 2.22.3",blocker
2103,"Status Update for Bugzilla 3.0.1, 3.1.1, 2.20.5, and 2.22.3",blocker
2104,"Update Download page for Bugzilla 3.0.1, 3.1.1, 2.22.3, and 2.20.5",blocker
2105,"Update ""Changes"" Page for Bugzilla 3.0.1, 3.1.1, 2.22.3, and 2.20.5",blocker
2106,"Create Release Info pages for Bugzilla 3.0.1, 3.1.1 (3.2), 2.22.3, and 2.20.5",blocker
2107,Flagmail subject confused; X-Bugzilla-Type header broken,minor
2108,"""I'm added to or removed from this capacity"" for ""CCed"" doesn't work correctly if several users are added or removed at once from the CC list",major
2109,“neworchanged” of bugmail could be localizable more easily,minor
2112,[SECURITY] XML-RPC WebService Bugzilla::User::offer_account_by_email does not check createemailregexp,critical
2113,Release of 3.0.2 and 3.1.2,blocker
2114,Security Advisory for 3.0.1 and 3.1.2 Release,blocker
2115,Moving bugs crashes Bugzilla due to unlock tables,critical
2116,"email_in.pl has not ability to add attachments by email, as documentation says",minor
2117,"Hide the ""Short Format"" button in ""Format for Printing"" when printing",minor
2119,Crash on logout,major
2120,Release and News Announcement for 3.0.2 and 3.1.2,blocker
2121,Release Notes for 3.0.2,blocker
2122,Update Release Info pages for 3.0.2 and 3.1.2,blocker
2123,Dependency change e-mails include status changes that happened a long time ago,minor
2124,"Update ""Changes"" Page for Bugzilla 3.0.2 and 3.1.2",blocker
2126,syncLDAP outputs HTML does not enable/disable accounts,minor
2127,"Modifying Users is mentioning <productname>, but not clear when this appears",minor
2128,"""Assigning Group Controls to Products"" doesn't explain editcomponents, canconfirm, editbugs",minor
2129,Bugzilla developer's guide doesn't display properly in IE6,minor
2130,"""Show last search results"" returns search results from before upgrade from 2.18.3",major
2133,mod_perl isn't using our precompiled CGIs,major
2134,Midair collision protection is broken,critical
2135,"""Taking a bug"" while adding a new attachment locks the bug status forever if the ASSIGNED bug status has been renamed or deleted",critical
2136,checksetup.pl 'commands to install' should quote Perl module names,minor
2138,process_bug.cgi shouldn't check the 'reporter' field as this field is not editable,minor
2139,Fulltext search with a LIKE on bugs.short_desc is too slow.,major
2140,Entering a bug with strict_isolation turned on fails due to an incorrect argument passed to can_see_product(),major
2142,"""votes:n"" quicksearch should be ""at least n votes"", not ""more than n votes""",minor
2143,Link / URL autodetection chokes in international symbols,minor
2144,Default CC list for components not mentioned in the documentation,minor
2145,Quick start guide suggests changing os list in localconfig,minor
2147,Tables don't have good identifiers for use with css,trivial
2148,describekeywords.cgi with no keywords simply displays an empty page instead of throwing an error,minor
2149,Older saved queries will not refresh changes to a newer Saved Search in footer,minor
2150,"When committing, bugzilla rejects keywords that are not in some list. If there is a restrictied set, please make this field a popup or dropdown list of some sort.",minor
2151,"To edit a bug with comment, only the first three records display in both bug interface and Format for Printting like in View Activity.",minor
2152,Improve the error message displayed when accessing summarize_time.cgi with no bug ID,trivial
2153,add_setting() incorrectly handles settings with no values,minor
2154,"Email is broken on tip, ""can't send mail from '1' to '1'""",critical
2155,Emails with UTF-8 in the body cause email sending to die,major
2156,"HTML::Scrubber throws ""undef error - Wide character in subroutine entry"" when a field filtered with html_light contains UTF-8 characters",major
2157,checksetup.pl is really slow when there's nothing to do,minor
2158,"The help page for keywords uses ""tag"", but tags are something else",trivial
2159,"Boolean Tables following ""--"" disappear in transition from previous version",minor
2160,[Oracle] Running checksetup.pl twice doesn't work,major
2161,error 'install_data_too_long' does not defined on checksetup.pl,major
2162,"Non-text attachments are mangled by ""binmode STDOUT, ':utf8'""",critical
2163,namedqueries.query_type has the wrong definition in DB::Schema,minor
2164,Bugzilla crashes when moving a bug into another product when no QA contact is defined and strict_isolation is enabled,critical
2165,The number of fields passed to sprintf() in BugMail::multiline_sprintf() doesn't match the expected format when a field value is added or deleted,major
2166,Updating a bug fails if there is a multi-select custom field.,major
2167,Release Bugzilla 3.0.3,blocker
2168,Status Update for 3.1.3,blocker
2169,"Update ""Download"" Page for 3.0.3",blocker
2170,"Update ""Changes"" Page for 3.0.3",blocker
2171,Release/News Announcement for 3.0.3,blocker
2172,"Update ""Release Info"" page for 3.0.3",blocker
2173,Release Notes for 3.0.3,blocker
2174,URL link not available in bug mails after bugzilla upgrade to latest stable version,major
2175,[Oracle] Fail when add a new custom field.,major
2176,Release Bugzilla 3.1.3,blocker
2177,"Update ""Download"" Page for 3.1.3",blocker
2178,"Update ""Changes"" Page for 3.1.3",blocker
2179,Release/News Announcement for 3.1.3,blocker
2180,"Update ""Release Info"" page for 3.1.3",blocker
2181,"""Bug"" should be replaced with $terms.Bug in user-error.html.tmpl",minor
2182,UTF-8 in templates are garbaged,major
2183,There is twice the same paragraph bz_canusewhines in using.xml,minor
2184,"Requesting data for a bug restricted to a group while you are logged out throws ""Error 32000""",minor
2185,attachment mime type handling should strip leading and trailing spaces,minor
2186,Cannot group similar targets by assigning same sortkey,minor
2187,Updating attachments.description fails to give enough info to fix the problems it finds,major
2188,show bug UI broken after editing an attachment,major
2189,Move the knobs to appear below the enter comments area (like it used to),minor
2190,Bug edit page is bad for changing components,major
2191,Bugzilla::Update never updates bugzilla-update.xml if the file already exists locally,critical
2192,Bugzilla::CGI::upload: syntax error at Bugzilla/Attachment.pm line 395,critical
2194,Remove trailing whitespaces from bugmail,minor
2197,apostrophe in email fails syntax check in editusers.cgi,minor
2198,Remove all mentions of landfill.bugzilla.org/ppm from the documentation. People should use theory58S instead,minor
2199,All webservice methods fail if a string has multibyte characters in it,major
2201,Adding an attachment with Perl 5.10 and CGI.pm < 3.33 throws a taint error,major
2202,No bugmail is sent if no comment is added on bug creation,major
2204,"Release Bugzilla 3.1.4, 3.0.4, 2.22.4 and 2.20.6",blocker
2205,"Status Update for 3.0.4, 3.1.4, 2.22.4, and 2.20.6",blocker
2206,"Update ""Download"" Page for 3.0.4, 3.1.4, 2.22.4, and 2.20.6",blocker
2207,"Update ""Changes"" Page for 3.0.4,  3.1.4, 2.22.4, and 2.20.6",blocker
2208,"Release/News Announcement for 3.0.4, 3.1.4, 2.22.4, and 2.20.6",blocker
2209,"Update ""Release Info"" page for 3.0.4 and 3.1.4",blocker
2210,Release Notes for 3.0.4,blocker
2212,Bugzilla 3.0.x lets you mark bugs as VERIFIED or CLOSED with no resolution,major
2213,Assignee and QA contact fields always become revealed (editable),minor
2214,cannot create a bug for a new product,major
2215,Space between the votes text and period is visually unappealing and confusing.,minor
2219,"004template.t should fall back to ""en""",minor
2221,No DOCTYPE in the simple format of duplicates.cgi,minor
2222,Bugzilla 3.0 does not wrap CJK comment text in BugMail,major
2223,Attachment is not added with a NEW bug if you CC someone.,major
2225,importxml.pl fails when importing attachments,major
2226,show_bug.cgi crashes when wrapping comments which contain Unicode characters and tabs in them,major
2227,Keywords - Changes don't appear until a refresh,minor
2228,Bugzilla 3.0 lets you clear the resolution of resolved bugs,major
2229,checksetup tells me that commands listed below need to be run as root,minor
2230,"Security Advisory for Bugzilla 3.0.4, 3.1.4, 2.22.4, and 2.20.6",blocker
2231,show_activity missing space for attachment flag changes,minor
2232,checksetup.pl doesn't pick up the user's language correctly,minor
2233,bugs_activity join to fielddefs should be inner join,minor
2234,[SECURITY] XSS in show_bug.cgi: id isn't filtered for format=multiple,critical
2235,Changing a bug (via process_bug) omits body classes and other header information when displaying the current/next bug,minor
2236,javascript in template flag/list.html.tmpl overwrites default onload-Event,trivial
2237,invalid get_status call,trivial
2238,"""Configuration"" and ""Installation"" sections are mis-named",minor
2239,"Remove Windows 98, Windows NT and Mac System 9.x from Operating System drop-down menu on Enter A Bug page",minor
2240,All webservice methods fail if a string has upper-ASCII characters in it,major
2241,"The ""Reset QA Contact to default"" checkbox remains bold when editing the component if qa contact is blank",minor
2242,Do not display the requestee field if the flag is not requestable,minor
2243,Different font sizes used in the group restrictions section of show_bug.cgi,trivial
2244,Release Notes for 2.22.4,blocker
2245,Release Notes for 2.20.6,blocker
2246,Need to contact UoW to include CGI for Perl 5.10,major
2247,Status and resolution values in dependency trees not localizable,minor
2249," @status versus @bug_status in email_in.pl - docs unclear, results inconsistent",minor
2250,show_bug_flags is needlessly set twice in edit.html.tmpl,minor
2251,Severity not saved in bookmarkable template,minor
2252,HTML validation error in the bug creation form due to missing ID for custom free text field,minor
2253,request.cgi does not filter component select list on distinct values,minor
2254,data/mail and data/mimedump-tmp no longer in use,trivial
2255,recode.pl crash when trying to convert 2.16 database to 3.0.3 schema,major
2257,Remove useless newlines in replies sent by email_in.pl,minor
2258,addtonewgroup is no longer used in Bugzilla 3.2,trivial
2259,Bugs with resolution MOVED cannot be edited anymore,critical
2260,Change Column link URL contains more than 3x the characters in the base buglist.cgi URL,minor
2261,Release Notes for Bugzilla 3.2,blocker
2262,[Oracle] DROP INDEX doesn't hash the index name,major
2263,Don't mention bugzilla_email_append.pl in the documentation,minor
2264,Change launches Mid-air collision on its own changes - due to reopen + comment ?,minor
2265,"The ""Remove Event"" and ""Update/Commit"" buttons in editwhines.cgi are too far on the right",minor
2266,Created bug display should show extra nav links like show bug does (clone/xml/print),minor
2267,The home page on www.bugzilla.org is not a valid HTML 4 page,minor
2268,Flag <select> not disabled even though user can't request or change flag,minor
2269,show_bug.cgi javascript error on changing status,major
2270,Restrict group visibility text options is too small,trivial
2271,Readonly custom field texts appear too small,minor
2272,attachment flags can only be set once per bug,critical
2274,Viewing a bug with no privileges throws a JS error about the keyword chooser,minor
2275,"Boolean charts use field descriptions from the DB, making them english only",minor
2276,Some links pointing to Bugzilla-Guide.txt use [txt] instead of [text],minor
2280,"""Bugzilla is pondering your search"" page lacks a background colour attribute",minor
2281,[SECURITY] Local files on the server can be attached to a bug (making them publicly visible) when importing bugs with -attach_path,minor
2283,Importing bugs which have a multi-select field with a single value fail,major
2284,User::match should be using Bugzilla::User->new_from_list,minor
2285,"Error ""dup_id isn't filled out"" while editing bug",major
2287,"Graphical Reports ""Generate Report"" button has wrong CSS id",trivial
2288,DB connections not closing under mod_perl,major
2289,context=file fails due to taint issues in file names and file rev numbers,critical
2290,"[Oracle] ""Use of uninitialized value in string ne"" in collectstats.pl",minor
2291,"Release Bugzilla 3.2rc1, 3.0.5, and 2.22.5",blocker
2292,"Security Advisory for Bugzilla 3.2 RC1, 3.0.5, 2.22.5",blocker
2293,"Status Update for Bugzilla 3.2rc1, 3.0.5, and 2.22.5",blocker
2294,"Update the Download page for Bugzilla 3.2rc1, 3.0.5, and 2.22.5",blocker
2295,"The ""changes"" page needs updating for Bugzilla 3.2rc1, 3.0.5, and 2.22.5",blocker
2296,"Release/News Announcement for Bugzilla 3.2rc1, 3.0.5, and 2.22.5",blocker
2297,"The ""Release Info"" page needs updating for Bugzilla 3.2rc1, 3.0.5, and 2.22.5",blocker
2298,"Clicking ""Reset to Bugzilla default"" when editing columns for a saved search does not reset them properly",minor
2299,Changing Products with Strict Isolation fails when the CC list changes at the same time,major
2300,Building the documentation should not require network access,critical
2302,Suggested crontab configuration opens security hole,minor
2303,Cannot search / view buglists in Firefox 3,major
2304,mysql full-text search: hyphenated words are treated as two words,minor
2305,[Oracle]  Foreign keys: UPDATE CASCADE trigger updates wrong tables and fields,critical
2306,"Replace ""buglist"" by ""[% terms.bug %] list"" in templates.",minor
2307,All buttons should have an ID,minor
2308,Classification should not appear in new bugmail when useclassification = 0,minor
2309,graphviz-gd missing on landfill (dependency graphs broken),major
2310,Release Notes no longer need upgrading instructions,minor
2311,Code error thrown when resolving bug as duplicate of a bug the reporter cannot see,major
2312,Remove useless code from colchange.cgi,trivial
2313,Release Notes for Bugzilla 2.22.5,blocker
2314,Login cookies should be created as SSL-only on installations that require SSL,major
2315,"Boolean chart contains the phrase ""contains regexp"" when it should say ""matches regexp""",trivial
2316,help for query.cgi does not work properly on IE6,minor
2317,"Minor JS cleanup for the ""edit multiple bugs"" page",minor
2318,"With the Dusk theme, the cursor hovering rows in buglists is displayed as a pointer despite rows are not clickable",minor
2319,PostgresSQL: Upgrade of Testopia results in error near the end of checksetup.pl,major
2322,Wrong index for the series table,minor
2323,Highlight shared searches in userprefs.cgi,minor
2324,"Hide ""Add to footer"" checkboxes when not sharing a saved searches",minor
2325,"The word ""Severity"" is hard coded; not all pages use field_descs.bug_severity",trivial
2326,"The word ""Platform"" is hard coded; not all pages use field_descs.rep_platform",trivial
2327,Dates before 1901 fail validation,minor
2328,Comment headers don't really need ------ in them and should be re-ordered,minor
2329,[Classification] should not be next to bug ID and short_desc in the show_bug header,minor
2331,Link to the bug in the bug header/title bar includes a space,trivial
2332,Voting help page is out-of-date,trivial
2333,"On bug creation, the bug status with the lowest sortkey is chosen for users without editbugs/canconfirm privs, even when UNCONFIRMED is valid",critical
2334,"Remove my name after ""including you"" when CCed to a bug",minor
2335,noscript: no link to duplicate target bug,minor
2336,Taint error in _check_dup_id(),critical
2337,"The status selector is too far from the comment box, leading to a serious usability problem",major
2338,The dashed border next to the line numbers in the Diff Viewer can be visually jarring,minor
2339,request.cgi crashes if a flag modification date is invalid,critical
2340,A user with no privs who reported a bug cannot move it to another product if the target milestone is set,major
2341,"English string ""Created an attachment"" in localized installations",minor
2342,"In <field.js>, ""Warning: assignment to undeclared variable bz_alias_check_array""",minor
2343,"The ""Importance"" label in show_bug.cgi should point to the severity and priority descriptions",minor
2344,enter_bug (New Bug) UI bounces up and down when you change the component because description changes height,minor
2345,Bug pages no longer added to bfcache due to unload listener on Window,major
2346,"Do not display ""Help"" links in the banner/footer when docs_urlbase is empty",minor
2347,describecomponents.cgi throws warning of uninitialized value when viewing undefined product/component,minor
2348,"Documentation about ""Boolean charts"" talks about ""equals"" and so, while these choices have been renamed",trivial
2349,Problem with sending data via email,major
2350,"Change the ""Name and Password"" tab to be ""Account Information"" (as password may or may not be changeable)",minor
2351,The requestee field should be narrower,minor
2352,Installation docs should recommend using package management instead of CPAN,minor
2354,token.cgi should reject password change requests for disabled accounts,minor
2355,"Emails have no header to indicate that they are auto-generated, and so get auto-responses",minor
2356,Extra space included in hyperlink to commenter mailto,trivial
2357,Mass bug edit form for buglist.cgi shows inactive bug statuses in drop down,minor
2359,Users with editbugs privs cannot edit a duplicate anymore if it points to a bug you cannot see,critical
2360,Foreign Key names can be too long as currently designed,minor
2361,Diff lines overlapping in long lines,minor
2362,"""My Requests"" link no longer displayed in the footer of some pages (attachment.cgi diff mode, page.cgi)",minor
2363,The URL to the dependency graph is wrong when using an external webdot server,major
2365,[Oracle] Windows installation may need additional documentation,minor
2366,Guided bug entry creates public bugs. Expected it to have same group membership defaults as using non-guided method.,minor
2367,Can not mark a bug as duplicate,minor
2368,checksetup.pl instructions to install missing Perl modules are hardcoded in english,minor
2369,The dependency tree is not a valid HTML5 page,minor
2371,How to create a private attachment in enter_bug.cgi not obvious,minor
2372,"Account creation page uses word ""accountname"" - should be ""account name""",trivial
