,summary,severity
2847,[content assist] no template proposals if no whitespace in front,minor
2850,Transient test failures not allowed,critical
2851,[1.5][compiler] Compiler Error not shown in IDE ( cast on inherited generic class),major
2854,"error relating to enum, where sun compiler is happy",major
2855,[preferences] [heapwalking] No accelerator for references option,trivial
2856,[type wizards] annotations in new file template not used,minor
2859,[buildpath] Build path contains duplicate entry,major
2861,[preferences] Content assist favorites: missing mnemonics,trivial
2862,[hovering] JavaDoc view may display a warning message when document is missing in attached javadoc archive,minor
2863,[organize imports] Organize imports adds useless static imports,minor
2864,Livelock in OverflowingLRUCache.privateRemoveEntry,major
2865,ScrolledPageContent leaks three colors,major
2866,"""Javadoc could not be found"" message if source file exists but member has no Javadoc",minor
2867,[breakpoints] Debugger stops without feedback,critical
2868,[refactoring] change execution should not happen in the UI thread,major
2869,Can't save with Error!,major
2870,Inconsistent use of single quotes on Errors/Warnings pref page,trivial
2871,[1.5][compiler] Missing error when implementing a method with a mix of parameterized and raw generics,major
2872,[open type] FilteredTypesSelectionDialog mixes 2 versions of SearchPattern,major
2873,IAE in ASTConverter for invalid source range,major
2874,JDT/Core performances test should be broken on releng boxes,critical
2875,[JUnit] JUnit Library Forgets Its Javadoc Setting,minor
2876,Link With Editor in Navigator and Project Explorer should work for IEditInput that can adapt to IFile,major
2878,Debug view contains empty items at end,major
2879,Launch configurations go missing,major
2880,"[organize imports] Organize imports ""imports"" local class",minor
2881,[bidi] HCG:Undesired order of file names in RTL direction of eclipse,major
2882,[build path] New Java Project Wizard throws SWTException,minor
2884,[launching] Support for launching .class files lost,major
2885,Wording in Javadoc of TypeNameMatch and -Requestor,trivial
2887,[decorators] new volatile decorator should honor common style convention,minor
2888,[launching] Press on Run/Debug button launches an unexpected configuration,major
2889,[rename] UI for renaming variables broken,major
2890,[messages] remove internal error messages from translations,minor
2891,Can't add a directory of classes to a class path,critical
2892,Jar files added to a plugin are ignored,critical
2893,Compilation Unit not shown in Package Explorer after a rename,major
2894,[preferences] Errors/Warnings page should have keyword 'null',trivial
2895,[open type] shows no types after entering string with leading space,minor
2896,[index] Deadlock when doing Type Hierarchy while updating a large workspace,major
2897,[search] Search for method references does not find references to interface method,major
2899,Processors should be able to disable reconcile-time type deletion,major
2901,NPE from add exception breakpoint dialog,major
2902,JDIModelPresentation does not allow spaces in variable names,minor
2903,[search] Open type throws NPE during Items filtering,major
2904,simple reconcile starts problem finder - main thread waiting,critical
2905,[compiler] problem in first element of array initializer suppresses further problems,minor
2910,[compiler] JDT Throws ClassCastException on incremental build,major
2911,[quick fix] should handle unicode literals in wrong type names,minor
2912,"[Common Navigator] Patch for bugs 179179, 157314, 156357",major
2914,[build path] Use Execution Env radio not disabled on detect,minor
2915,[clean up] sort fields should warn for semantic change,minor
2916,'Toggle Step Filters' action has bad name,trivial
2917,ArrayIndexOutOfBoundsException while editing Java code,major
2918,Doc for classpathContainerPage extension is incorrect,minor
2919,Please rmdir org.eclipse.jdt.debug/jdi-bin from CVS and cvsignore it,minor
2920,[perfs] JDT/Core performances tests last too long on slowest releng test boxes,critical
2921,NPE in BreakpointConditionEditor,major
2922,[rename] in-place Rename Field refactoring forces preview even if textual occurrences are not updated,major
2923,[bidi] BIDI3.3:<HCG:Directory path in new Java project wizard is not shown correctly with -nl iw flag.>,major
2925,Java search gives no results on workspace with multiple projects,critical
2927,[organize imports] Content Assist introduces clash with unused import,minor
2928,[quick fix] Rename Compilation Unit QuickFix leads to errors,minor
2930,open / close project takes 100 % of the CPU,critical
2931,NPE in New Java Project wizard,major
2932,[open type] Open Type doesn't find types when terminal is used,major
2933,[misc] Javadoc view draws outside of container when made too small,minor
2936,Occasionally unable to refactor (by changing the name)  get NullPointerException,major
2938,[package explorer][working sets] Messages in Working Sets dialogs,trivial
2939,PDE can't find the source for plug-ins in the target,major
2941,Bug with debugging of generic methods,major
2942,[javadoc export] Javadoc and parameterized vector error,major
2943,NPE in latest build,major
2944,[help][spell checking] Add help doc for the 'Spelling' preference page,trivial
2945,[package explorer] Duplicate dynamic Web project created programmatically,major
2946,[refactoring] Move text refactoring target dialog too big,minor
2947,[navigation] mark occurrences stops working,major
2948,[package explorer] Back linking in Package Explorer broken,major
2949,Four images leaked each time exception breakpoint dialog is opened,major
2950,Common tab sizing incorrect in linux,minor
2951,[jres] Mac always launches system default VM no matter what config says,major
2952,Four leaked images switching models in sync view,major
2953,[package explorer] RuntimeException on startup with Project Explorer open,major
2954,[filters] Java Element Filters have inconsitent descriptions,trivial
2955,[filters] 'Syntetic members' filter description could be more informative,trivial
2956,NPE in LocalVariableBinding.computeUniqueKey,major
2957,"[render] ""use colors"" vs. ""colored labels""",trivial
2958,[build path] NPE in New Java Project Wizard,major
2959,[typing] Delete next/previous word does not stop at linked position boundaries,minor
2960,[introduce parameter object] does not 'this' qualified field accesses in setter,major
2961,[search] for all packages seems hung,major
2962,Slash missing in path reported in build error message,trivial
2963,[reconciling] Missing Java compiler problems in 3.3M7,major
2965,Increment/decrement operators mark local variables as read,minor
2966,[introduce parameter object] introduces stack overflow on recursions,major
2967,[introduce parameter object] Introduce Parameter Object handling of packages,minor
2968,[introduce parameter object] Introduce Parameter Object cannot create nested class if top-level type with the same name exists,minor
2970,[build path] Mark JRE_Lib as deprecated on java project preference page,trivial
2971,IMethodBinding.overrides(..) should consider static,major
2973,Disable code folding in editor - not preserved in preferences,minor
2974,[spell checking] BOM repeated in user dictionary file if encoding is UTF-16,major
2976,[1.5][compiler] Ambiguous method call error reported on a demonstrably unambiguous call,major
2977,[dom] StackOverflowError due to endless superclass bindings hierarchy,major
2979,Quick outline and quick type hierarchy disappear unexpectedly,minor
2981,Two cases of switch in DeltaProcessor#fire could be merged,minor
2982,[clean up] Add this qualifier radios interconnected,trivial
2983,[preferences] use SWT.COLOR_WIDGET_BACKGROUND for disabled backgrounds; use SWT.COLOR_DARK_GRAY for disabled foregrounds,trivial
2984,Doc from welcome not present in toc,minor
2987,"[quick fix] ""Change access to static"" quickfix doesn't work beyond immediate field.",minor
2988,BulletListBlock is not read only,trivial
2989,[javadoc][assist] Errors in org.eclipse.jdt.ui.JavaTypeCompletionProposalComputer,major
2990,[preferences] missing and conflicting mnemonics,trivial
2993,[preferences] dialog font not used in clean up dialog,trivial
2994,[package explorer] image leaked when opening toolbar menu in package explorer,major
2995,Confusing Dialog/no proposals on first content-assist in a workspace,major
2996,"[getter setter] Getter methods not generated correctly for boolean types that starts with ""is""",minor
2997,[clean up] Long project name aren't fully visible inside the Clean Up wizard.,minor
2998,[package explorer] Plug-in Dependencies in Package Explorer does not update,major
2999,Help document(s) cannot be opened.,minor
3000,[1.6][compiler] Compiling for 1.6 should not require compiler to run on 1.6 itself,major
3004,[compiler] useless assignment to local variable parameters in Scope line 431,minor
3005,[build path] Project can add itself as class folder,major
3006,AnnotationMirror.getPosition() returns wrong value,major
3007,Time out on initializing java plugin,major
3009,Binary compatibility breakage: run(Object) removed from AptBuilder,major
3012,TVT33:TCT625: pl: Select Type button - no tooltip,minor
3013,TVT33:TCT633: pl: Javadoc Location - no button tooltips,minor
3014,TVT33:TCT626: pl: functional: Up button does not work correctly,minor
3015,"TVT33:TCT636: ja: No mnemonic for ""Step through filters""",minor
3016,[breakpoints] Alt+Enter for java breakpoint properties command is throws exceptions,major
3017,TVT33:TCT623: pl: Instance Breakpoint Filter Selection window,trivial
3019,[quick fix] 'Change modifier to static final' is a noop,minor
3021,[1.5][compiler] Internal compiler error java.lang.NullPointerException,critical
3022,[working sets] Working Set Assignments dialog does not use dialog font for checkbox,trivial
3025,[1.5][Compiler] Inconsistency with javac: subclass does not properly inherit generic method,major
3026,[search] for package declarations finds also subpackages,major
3027,Assertion failed on when formatting source code,minor
3028,[content assist] Parameter hint popup has strange PgDn behaviour,minor
3029,Index is rebuilt on each startup,major
3030,[launching] JavaClassPath.performApply() uses original instead of working copy causes NPE,major
3031,Cannot debug java class,major
3032,[jar exporter] Jar packager creates only jars with resources,major
3033,[preferences] Code formatter preference page > Line Wrapping: 'Show invisible characters' removes wrap line,minor
3034,"[preferences] Code formatter prefs: ""Force split"" checkbox cut",minor
3035,[JUnit] I can't see JUnit Test result after junit window refresh (test history browsing).,major
3036,"If I change the selection too quickly after Print, my new selection is printed",minor
3037,"[rename] rename packages deletes files if subpackages are available and to rename, too.",major
3039,[JUnit] performance 'Show failures only' is very slow,major
3040,Invalid stack frame in Variables view when Expressions view is shown simultaneously,major
3041,[hovering] Hover unreadable after OS color switch,minor
3042,problem in parsing,critical
3043,[ccp] PE renders file as folder if folder was overriden by file,major
3044,[refactoring] 'Refactor > Create Script' silently fails and leaves empty script,major
3045,[ccp] No difference between Skip All and Cancel,minor
3046,Bunch of exception during code typing in JDT editor,major
3047,[extract superclass] No help available when adding additional types to extract a superclass from,trivial
3048,"[extract superclass] ""Choose Types"" modality and OK button enablement",trivial
3049,[formatting] Formatting selection corrupts editor,major
3050,variable id not shown for String variables,minor
3051,Old compilation unit contents retrieved even after file is deleted,major
3052,[evaluation] Java array var has detail formatter error when manually suspended,minor
3053,NPE for completion engine in class static block,minor
3054,[clean up] Clean Up configuration dialog talks about save actions,trivial
3055,"[search] JDT ""forgets"" types occasionally",major
3057,[formatter] adds extra space before expanded numerical entity,minor
3059,[Extract Class] Does not update field reference,major
3060,[templates] some typos in templates,major
3061,[search] Java Search in 'JRE libraries' finds matches in Application Libraries,major
3062,Creating a Refactoring Script logs tons of errors (246KB!),major
3063,[dnd] dragging multiple items in Outline view can result in unexpected copy,minor
3064,[dnd] Show forbidden feedback when DnD reordering doesn't reorder,minor
3065,[Extract Class] Increment replacement fails if qualifier is used,major
3066,Variables view initially shows constants although option is off,major
3067,[evaluations] force return allows incompatible objects for return types,major
3068,Installed JRE Copy button should be named Duplicate,trivial
3070,[dnd] Copy PackageDeclaration is a noop,minor
3071,Refactoring script feature broken as soon as I enter non-UTF-8 char,major
3072,Unable to create view: Argument not valid in 'variables' tab of debugger,major
3074,IAE in ASTNode.setSourceRange while editing a class,major
3079,[templates] Error dialog when error in java context template evaluation shows no message,trivial
3080,[spec] IElementChangedListener should mention where to register,trivial
3081,[templates] Variable resolver resolves to array of specified type,minor
3084,The save participant 'org.eclipse.jdt.ui.postsavelistener.cleanup' caused an exception,major
3085,Dragging items in the outline behaves strangely,minor
3087,[implementation] Deadlock while trying to navigate to a testcase,major
3088,[templates] template context names should not be all lowercase,minor
3090,[reconciling] Organize Imports on selected CU gives error,major
3092,[working sets] Assign Workingsets... dialog has non-working mnemonic,trivial
3094,[hovering] Hover and Javadoc view do not format {@code true} when it immediately follows @return,minor
3096,[content assist] code complete on instanceof selects the instanceof template over the instanceof keyword,minor
3097,[codeassist] missing super proposal in specific source,minor
3098,[jar exporter] JarFileExportOperation does not export class-files anymore,major
3100,"[spell checking] spell check shows a warning signal for the word ""snippet""",minor
3102,[codeassist] assert keyword should not be proposed when compliance level is set to 1.3,minor
3103,getDefaultOptions misses option,minor
3104,[hashcode/equals] Remove unnecessary warning from hashcode/equals generator,minor
3105,DVT33:TCT813: PL: Foreground or Element?,trivial
3106,Unable to add watchpoint from Variables View if selected variable is not IField,major
3108,[clean up] convert for loops removes local,major
3109,"[preferences] 1.1, 1.2 and CLDC 1.0 should be added as keyword for the 'Compiler' page",trivial
3110,[preferences] Compiler pref/property page: use (currently... not (Currently...,trivial
3111,SWT templates description should use lower case,trivial
3112,[preferences] Write Access colored label color description should be more precise,trivial
3113,Help documentation could not be indexed completely,minor
3114,Some improvements to the new java doc wizard page ext-point,trivial
3115,[package explorer] [working sets] Configure Working Sets dialog issues,trivial
3117,AIOB when enabling CLDC 1.1,major
3118,Indirectly referenced class compile error in Eclipse 3.3,major
3122,[1.5][compiler] No error on abstract method implementation with missing parameter generics,major
3123,[change method signature] Logical error in restoreSelection of ChangeParametersControl,major
3126,ICompilationUnit.commitWorkingCopy doesn't send typeHierarchyChanged,major
3127,[javadoc] error in rendering @link in @return when it is the first element,minor
3128,java.lang.VerifyError: in eclipse compiler during commons-net import,major
3129,[clean up] IAE while saving,major
3130,[open type] Open Type dialog looses history entries,major
3131,VMTypePage could be improved,trivial
3132,[clean up] 'Sort members' action uses workspace/project clean up options,major
3133,NullPointerException @ ASTInstructionCompiler.visit,major
3136,[1.5][compiler] NPE in ASTNode.resolveAnnotations,major
3137,[1.5][compiler] Internal compiler error: ClassCastException / ArrayBinding,blocker
3138,[Content Assist] Autocompletion fails after use of binary right-shift operators,major
3139,[AST][DOM] source range of ParenthesizedExpression does not include the parenthesis,major
3141,[navigation] Quick views should expand the element it opens,minor
3142,[save actions] Format edited lines on save takes ages with many changed lines,major
3143,Annotation Javadoc glitches,trivial
3144,[jre] the new JRE wizard should be consistent,trivial
3145,DeltaProcessor.projectCachesToReset left with stale JavaProject,major
3146,[package explorer] using Go Into in the Package Explorer view removes viewContribution actions such as Focus on Active Task,major
3147,[clean up] Remove parentheses is too aggressive,major
3149,[search] for references to method finds wrong interface call,major
3150,[common navigator][dnd] incorrect drop on current object after previous drop attempt,major
3151,keyword completion proposals for @interface and enum,minor
3152,Regression in performance test PerfVariableDetailTests#testToStringDetails(),minor
3153,[clean up] Java source code messed up after [Organize Imports] and quickly [Save],major
3154,[compiler][apt] NPE in apt processing,critical
3155,Type hierarchy unpredictable,major
3157,IJavaElementDelta contains wrong data after APT processor is enabled,critical
3158,[formatter] Thin regression in JDT/Core formatter performance test,minor
3159,[actions] Source/Refactoring menu items are failing silently in read-only files,minor
3160,[mark occurrence] Occurrences in File does not work in class files,major
3162,[icons] Need icons for runnable jar wizard,trivial
3163,[infer type arguments] UnsupportedOperationException when class contains Object.getClass(),major
3164,[jar exporter] program arguments are ignored,trivial
3165,[ast rewrite] whitespace missing between return and expression,minor
3167,[search] does not return references to types in binary classes,major
3168,[build path] Dialog to extend classpath variable slow,major
3169,[compiler][1.5] Unable to resolve annotations defined with a Class attribute,major
3170,"[content assist] ""Guess filled method arguments"" guesses 'this' in static method",minor
3171,[1.5][compiler] compiler error with nested enum in class using generics,major
3172,[templates] Template name contains invalid characters,minor
3173,[dnd] Automatic scrolling during drag and drop,major
3175,stack overflow when press ctrl+space,minor
3176,Unresolvable type causes ArrayOutOfBoundsException in IType.resolveType,major
3177,[dnd] NPE  if selection of SelectionTransfer is null or not a StructuredSelection,trivial
3178,[jar application] Missing mnemonics on fat jar export wizard page,trivial
3179,Unable to change variable value when stopped in JSP,major
3180,[working sets] should use full path,trivial
3182,[search] Occurrence search should honour link to editor or use another concept,minor
3186,[dom] AST has wrong source range after parameter with array-valued annotation,major
3187,Javadoc bugs in IMemberValuePair,trivial
3188,[clean up] MalformedTreeException on save,major
3189,[formatter] AIOOBE when formatting region,major
3190,[formatter] NPE on formatting region,major
3191,[package explorer] Package Explorer not refreshed when changing .class file in class folder,major
3192,[inline] Inlining outer method into anonymous class breaks control flow.,major
3193,JDT not resolving classpath references to jars in other projects,major
3194,[clean up] Bad enhanced for-loop for arrays which are fields,major
3195,annotation is broken,critical
3196,final fields no longer shown in Variables view,major
3197,Race condition allowed with SetClasspathOperation,critical
3198,[batch][compiler][options] the documentation for specialParamHiding needs improvement,minor
3199,[preferences] Should not ask for full build if workspace is empty,minor
3200,[breadcrumb] breadcrumb throws error and causes dead shell,major
3201,JSP debugger steps into jsp servlet rather than jsp after an @include call,major
3202,DOM AST regression tests should be improved,minor
3203,[breadcrumb] Don't use 'r' as mnemonic in 'Show in Breadcrumb',trivial
3204,[breadcrumb] complete half-baked Javadoc,trivial
3205,[1.5][compiler] Compiler error with generic covariant,major
3207,One CPU is maxed out processing large XML posted into a Java file,major
3210,[breadcrumb] Handle IPackageDeclaration and IImportDeclaration,minor
3211,[breadcrumb] NPE when closing editor,major
3212,[breadcrumb] Not updated anymore when switching from drop down to editor,major
3213,[compiler][options] Compile error when disabling 'Ignore Unchecked Exception',major
3214,Enable APIDocumentationTests#test001,minor
3215,[breadcrumb] Exception when selecting entry from dropdown,major
3216,[breadcrumb] Widget disposed exception when opening type,major
3217,[jres] search for installed JREs adds many bogus EE configurations,major
3218,[breakpoints] Breakpoint export dialog does not size well on linux,minor
3219,[extract constant] Original literal not replaced when constant extracted within overriden enum.,minor
3221,[breadcrumb] Opening types drop down may be long running,minor
3222,JRE Definition dialog should use -Dee.name as default JRE name,trivial
3223,[clean up] sort members sorts fields by visibility even if field sorting is disabled,major
3224,"In Progress window CANCEL option not cancelling the process, it just disables!",blocker
3225,Reference to project not deleted in launch configuration,major
3226,[breadcrumb] selection in drop down not correctly revealed,minor
3227,"Installed JREs pref page, remove button disabled but hot key still works",minor
3228,Javadoc of AST#newTypeDeclaration() refers to inexistent setEnumeration(..),trivial
3229,[icons] JAR icon inconsistencies,trivial
3230,[clean up] Remove static accesses through instances may remove code with side-effects,major
3232,[hovering] Expand hovers no longer work due to IAE,major
3233,"[clean up] Code clean up mistakenly removes a required ""this"" keyword",major
3234,[render] CVS decorations blink again in Package Explorer,major
3236,[hovering] Need artwork for new rich problem hover,trivial
3237,[1.5][compiler] Generics related AbstractMethodError that is not given by Sun Java,major
3238,[1.5][compiler] Compiler incorrectly detects a cycle in the type hierarhcy,major
3239,[clean up] Make field final replaces volatile with final,minor
3240,[jar exporter] ANT build file does not create Class-Path Entry in Manifest,minor
3242,Addition of externalFoldersManager inside the java model manager breaks retrieval of JavaCore.getOptions() with no headless eclipse,critical
3243,[misc] Unify Javadoc view and hover back/forward,minor
3244,Javadoc warnings in I20080227-1100,trivial
3245,[javadoc view] need artwork for open external javadoc action,trivial
3246,[breadcrumb] Does not retarget editor actions if open external,major
3247,[JUnit] JUnit runner forgets VM arguments,major
3248,[jar exporter] JAR Export: GUI disables Finish button,trivial
3249,Bad syntax error report on string literals containing escapes,minor
3250,[JUnit] JUnit test history is not shown (sometimes),major
3251,Classpath gets reset randomly in headless mode,critical
3252,[performance] Regression in performance test PackageExplorerColdPerfTest#testOpen(),minor
3253,Clean up javadoc tags,minor
3254,[formatter] AIOOB in Util.getLineNumber(Util.java:438),major
3255,[clean up] can not multi quick fix raw type warning from problem view,minor
3256,"[1.5][compiler] NullPointerException during: ""Compute launch button tooltip"".",major
3258,Translation Testing Question,trivial
3259,javadoc warning in N200803172000,trivial
3260,"Error dialog reports continual ""Label Job"" failure",major
3263,[hovering] 'Configure Annotation Preference' toolbar button should be plural,trivial
3266,[breadcrumb] Black triangle in breadcrumb icon is too large/heavy,trivial
3267,[breadcrumb] remove vertical line between entries?,trivial
3268,[breadcrumb] Breadcrumb line and drop down don't look like they belong together,trivial
3269,hot code replace causes deadlock,major
3270,[navigation] multi-hyperlink ui: does not pick up new hyperlinks if they are above the popup,minor
3273,[breadcrumb] Non-Java resources inside jar cannot be opened,minor
3275,[extract method] Destination type not pickable if extracting method from local class's initializer.,minor
3276,encoding change not recognized,minor
3277,Installed JREs page is huge when opened,trivial
3278,[ltk] EmptyStackException from RefactoringHistoryService,major
3279,"Get rid of outdated context Id ""org.eclipse.ui.globalScope""",trivial
3280,Bidi3.4: Unable to Run Java Applications that resides inside Arabic named Java projects,major
3282,Debugging a simple program opens editor for Object.class,major
3283,[preferences] Typo in Windows->Preferences...:Java->Compiler->Building,trivial
3284,[preferences] Save actions has no vertical scrollbar,minor
3285,[hovering] No error hover on API tooling problem,major
3286,[quick fix] Quickfix offers no suggestions.,minor
3288,CompletionContext.getVisibleElements(..) doesn't find assignable fields,major
3290,[nls tooling] Externalize Strings misses inner classes,major
3291,[misc] javaCompletionProposalComputer extension point misses type information,trivial
3292,javaElementFilters misses type informations,trivial
3293,NPE from CompletionContext.getVisibleElements,major
3294,[move method] does not qualify field access,minor
3296,[formatter] Javadoc comments are still formatted using JavaDocRegion!,minor
3297,"Invalid import generated by ""Organize Imports"". Contains '$'",minor
3298,'Create Watch Expression' shows up in every context menu,major
3299,Annotation.getMemberValuePairs() empty for single attribute with empty value,major
3300,[buildpath] External class file folders are sometimes empty,major
3301,State change in progress for bundle starting JUnit tests,major
3302,[clean up] IAE on format changed lines on save,major
3304,[runnable JAR exporter] accessibility label missing,trivial
3305,OptionTests.testBug68993() failing due to wrong assumption,critical
3307,StackOverflowError during JavaSearchScope.add for large workspace,major
3308,[formatter] New comment formatter fails to format correctly when invalid throws reference,major
3309,The move of execute() from AbstractHandler to IHandler causes compile errors in Java 1.5,major
3310,[clean up] NPE in Organize Imports save action,critical
3311,Compile large java project in the latest 3.4M7 Eclipse will sometime hangup the Windows XP system on dual-core machine,critical
3312,LaunchingPlugin class: use JavaCore constant instead of string value,trivial
3313,[breadcrumb] Keyboard navigation in drop down tree does not work on OSX,major
3314,[breadcrumb] Widget disposed exception on shutdown if drop down open,trivial
3315,Undo of a rename closes the editor instead of undoing the change,major
3316,[dialogs] Project Setup Fixes dialog does not use dialog font and does not rewrap,minor
3319,[formatter] New JavaDoc formatter wrongly indent tags description,major
3320,Exception in Compiler Reader thread,major
3322,[clean up] Convert for loop gets lost with array being qualified name,major
3324,"The ""Add Java Exception Breakpoint"" dialog contains no matching item.",major
3325,[preferences] 'Check overriding and implementing methods' is ambiguous (Javadoc),minor
3326,[extract constant] AFE when extracting constant in Enum constant body,minor
3327,[search] 'Limit to' group and Match locations dialog do not use dialog font,trivial
3328,Auto completion fails with classes starting with T,minor
3329,[quick fix] Fix project setup... does not add import,minor
3330,"[compiler] Testcase with ""value1 - (-value2)"" not working when value2 is final",major
3331,[bidi] processing glitch in CodeTemplateContextType,minor
3332,[jar exporter] Runnable JAR Exporter should not preset '.xml' into File name field,trivial
3334,[formatter] Unnecessary spaces while formatting references,minor
3335,[javadoc] partially qualified inner types  should be warned,minor
3336,[formatter] Xdoclet tags looses @ on format,major
3337,[model] CreateCompilationUnitOperation runs with wrong ISchedulingRule,major
3339,[breadcrumb] Styled text keeps focus when opening drop down on the Mac,major
3340,[javadoc][1.5] Build of Eclipse project stop by NullPointerException and will not continue on Eclipse version later than 3.4M7,critical
3341,[ltk] Refactoring history does not show workspace refactorings from last year,major
3344,[ltk] [wording] Deleting a file no longer mentions that it will be deleted from the file system,major
3345,[compiler] Misleading compiler warning,minor
3346,"[formatter][preferences] ""Use tabs only for leading indentations"" confusing",minor
3348,[formatter] javadoc for DefaultCodeFormatterConstants#FORMATTER_ALIGNMENT_FOR_ASSIGNMENT cites a non-API constant,minor
3349,[formatter] javadoc of CodeFormatter#F_INCLUDE_COMMENTS needs improvement,minor
3350,Expanding variables is extremely slow if both logical structures and show references are turned on,critical
3351,Range indicator (magnet) sometimes not drawn,major
3354,DiagnoseParser has unreachable code,minor
3355,"[clean up] Save Cleanup action ""use_blocks_only_for_return_and_throw"" toggles block",major
3356,[formatter] SIOOBE while formatting a compilation unit.,major
3357,"[1.6][compiler] Stack map generation error with 10,000-line method in Java",major
3358,[preferences] Message that unmanaged profile can't be changed should not use 'shared',trivial
3360,[preferences] F1 in code formatter edit dialog shows generic preference help,minor
3361,[indexing] JDT indexing takes a long time,major
3362,[typing] Correct indentation wrong after if (test) try ... catch ...,minor
3363,[decorators] ProblemsLabelDecorator.decorateImage does not tolerate a null image,minor
3365,[launch] Incorrectly interpreted characters in Java program arguments (in case if they are not contained in system locale),major
3366,[content assist]  Parameter hint vanishes when moving cursor vertically,minor
3367,[assist] AbortCompilation in log during normal editing,major
3368,"""Organize Imports"" inserts wrong static import",minor
3369,[implementation] Deadlock in JDT causing UI freeze,major
3370,[1.6][compiler] wrong signature of String[][] in class file,major
3372,Starting Java application (like JBoss) in debug causes NPE. Run mode works ok,major
3373,[javadoc export] Generate javadoc misses jars from classpath variables,minor
3374,[1.5][compiler] Eclipse generates bad code (major regression),critical
3377,SortElementsOperation doesn't use project specific settings,major
3379,[compiler] Regression bug against Eclipse 3.3: cannot resolve correct import,critical
3380,[1.5][compiler] ClassCastException in BinaryTypeBinding.convertMemberValue() trying to cast an ArrayBinding as a ReferenceBinding,major
3381,Drag and drop any none java file doesn't refactor,major
3382,[breadcrumb] Drop down stays open on GTK after tool bar drop down menu opened,major
3383,"""Create getter and setter"" quick fix does not use code templates",minor
3384,[jar exporter] Cannot export JAR to a project folder of a project outside the workspace,minor
3385,[package explorer] Filters don't work as they're intended to.,major
3386,[1.5][compiler] Generic interface inheritance and overriding error,major
3387,"[compiler] Odd compiler error message ""Illegal modifier for the method ...""",minor
3388,JDT Views do not reflect user's choice of colors,minor
3389,JDT does not start correctly,major
3390,ITypeRoot should have @noimplement tag,trivial
3391,DVT34: broken link in documentation,trivial
3392,Bad English in error message,minor
3393,The Eclipse Compiler wrongly reports methods as ambiguous if the JDK Compliance level is set to 1.3,major
3395,[templates] Error in SWT-Text template,trivial
3396,jar class file disappear in package explorer in Ganymede,major
3397,[1.7][compiler] type inference with unbounded wildcard in result type,minor
3398,[common navigator] newly created project disappears in Project Explorer,major
3399,[hovering] Typo in dialog from Problem hover,trivial
3402,[organize imports] Add Import will add static import even when compliance is at 1.4,minor
3404,[typing] Left margin tabs wont convert to spaces in certain circumstances,minor
3406,[preferences] more keywords for Problem severity page,trivial
3408,ClassCastException in org.eclipse.jdt.internal.debug.eval.ast.engine.SourceBasedSourceGenerator.endVisit while debugging,major
3409,[refactoring] TypeContextChecker creates stub with syntax error,minor
3410,deprecate unused JavaCore.COMPILER_PB_BOOLEAN_METHOD_THROWING_EXCEPTION,trivial
3411,[content assist] Multiline method invocation with comment at the end of line causes invalid parameters content assist behaviour,minor
3412,[preferences] 'Restore Defaults' on Java > Compiler page does not see changed default JRE,minor
3413,Bad help link in Create a Hello World Application Cheat Sheet,minor
3415,Wrong capitalization of an interface name in the JDT Plug-in Developer Guide,minor
3417,Typo in Javadoc of IBinding#getAnnotations(),trivial
3418,[model] IMemberValuePair#getValue() should also work for negative numerals,minor
3419,[DOM] Javadoc bug in StringLiteral#setLiteralValue(String),trivial
3421,Axis2:  Missing required libraries in Axis 2 WS Client Projects,major
3422,"Error when create a new element (class, interface,...)",major
3423,[jar exporter] Jar export doesn't include files under META-INF,major
3425,Typo in JUnit ISV doc,trivial
3427,[compiler] error message (implement abstract method) not as intended,minor
3428,[common navigator] Potential StackOverflow in JavaNavigatorContentProvider,major
3429,[projection] Line with class definition disappears on save if format on save is enabled,critical
3430,[quick fix] bad proposal for abstract modifier before constructors in abstract classes,minor
3431,Deadlock with JavaModelManager$PerProjectInfo,critical
3432,[search] Organize Imports Hangs,major
3434,[search] Cannot find method references between projects,major
3435,[content assist] Selected proposal kinds not restored,major
3438,Activating working set updaters for bundle org.eclipse.jdt.ui  has encountered a problem.,major
3439,[pull up] ClassCastException when performing a Pull-Up,major
3440,Bogus jar file is added to the project build path,blocker
3441,[typing] Code Selection,minor
3444,[package explorer] 'Configure...' looks strange on working set assignment dialog,minor
3445,[assist] Wrong method's arguments names appear when adding unimplemented method,minor
3446,Tons of invalid API tooling errors when checking out jdt.core,major
3447,[encapsulate field] encapsulate field refactoring fails with splitted array type,minor
3448,Adding JUnit by quick fix throws IAE,major
3449,[ltk] Undoing a project delete has problems with encoding and markers,major
3450,"[clean up] Fail to invoke ""Clean Up"" at project level",major
3451,[clean up] invalid thread access if clean up without wizard,major
3452,[clean up] Clean up infrastructure has minor documentation issues,trivial
3453,[browsing] NPE when switching to/from Welcome,major
3454,[clean up] ICleanUpConfigurationUI let selected cleanups exceed limit,minor
3455,[compare] NPE trying to replace a static initializer with an old version from the local history,major
3456,Incorrect tag closure in JavaModel javadoc,trivial
3457,"[compiler][null] wrong ""Null comparison always yields false"" problem for auto-unboxing",minor
3458,Improve message regarding compatible JREs,trivial
3459,Missing EEs prevent project to build,blocker
3460,[compiler] Internal compile error gets reported (NPE),major
3461,Inconsistent Default Filtered resources,minor
3464,[1.5][compiler] Eclipse allows forward reference in enum constructor,major
