,summary,severity
1936,Systems Crash; In the middle of browsing the internet the computer reboots,critical
1941,many websites crash on pressing 'submit'-type javascript buttons,critical
1942,Browser crash when I open several links & then close them in a specific sequence,critical
1943,crash if I try to navigate www.news12.com,critical
1945,Firefox always crashes when attempting to read columnist articles at www.securityfocus.com,critical
1946,99% CPU utilization when loading web page,critical
1947,External protocol handling broken,major
1948,Parts of page are completely non-interactive,major
1949,Crash at starting (Firefox 1.0PR),critical
1950,new windows opened into tabs crashes on self.close() - FF10x FFTrunk [@ nsFrameManager::GetPropertyListFor],critical
1951,Firefox can't render the Earthlink home page,major
1952,send link doesnt work properly and causes outlook to crash,major
1953,activating the smooth scroll option produces high temperatures in memory controller G5 2.5GHz,minor
1954,[Mac only] Crash when using an older version of Flash and visiting websites that require newer version,critical
1955,"When I run FireFox on my desktop, it uses all my CPU power.",critical
1956,Bookmark menu context menu accesskeys don't work,minor
1957,"Crash when you klick on ""Kostenlose Fahrzeugbewertung"" at the page",critical
1958,firefox hang,critical
1959,Tabs do not remember HTTP authentication credentials,minor
1960,crash when downloading while FireFox is open by another user,critical
1964,"Popup window disables child popups/windows, even when popup blocker and all extensions are disabled.",major
1966,Firefox 1.0PR fails to build,blocker
1971,Firefox hangs on http://www.worldofwar.net/articles/pig6.php,critical
1972,The Downloads-Manager Keyboard-Shortcut (Ctrl+E) with FR-fr localized build,minor
1973,French localization iof the installer provides start.mozilla.org instead of mozilla-europe,trivial
1974,Menus and toolbars are not updated when opening/changing windows,minor
1976,"page fails to load, application seems to enter an infinite loop",critical
1980,Print preview crashes reproducible on validated (!) CSS 2.0 page,critical
1981,the default character encoding list isn't populated when accessing the options page via the windows xp start menu,minor
1982,"Web site will not close, continually pops up new window after closing, even with pop up blocking enabled",major
1983,crash when visiting rexplex.com,critical
1985,crashes when going to namesys.com (amd64),critical
1986,Ctrl +F4 works differently to Right Click -> Close Tab when only one tab open,minor
1987,Firefox freezes immediately upon starting,critical
1988,No BACK or FORWARD buttons working when extensions page opened from the link in the Extension Manager,major
1989,Navigating location bar history w/ keyboard drops www/ftp prefix from displayed address,minor
1992,Invalid HTML (e.g. nested links) causes firefox to open different url than statusbar on new tab,major
1993,RSS Button doesn't work after moving  mouse pointer over a certain flash ad,minor
1994,Firefox hangs when page finishes loading,critical
1997,".html files gives ""cannot be found"" error message",major
1998,Firefox Crashes,critical
2000,unable to close the application in mac os x when webpage is loaded,major
2001,"Firefox process runs, but no window opens",critical
2002,Sort By Name within Bookmarks Toolbar folder followed by Ald+D crashes Firefox,critical
2003,crash when opening firefox browser by clicking a link in Outlook or opening html file from windows explorer,critical
2004,Firefox crash!!!,critical
2005,Child window with positioned iFrames not repainted properly (Linux only?),major
2007,uninstaller opens new firefox window,trivial
2008,"Page causes FireFox to hang, seemingly forever",critical
2009,accessing liveconnect functions of QuickTime,major
2013,"Firefox, mozilla crash while changing SELECT. No feedback",critical
2015,Toolbar & Bookmarks Broken in RC1 and RC2,critical
2016,Incorrect address in address bar if bookmark toolbar is hidden,major
2018,"Location bar gets blank-gray if you click drop-down button , switch app, and reswitch to Firefox window",minor
2020,reconnects/connects endless on auth pages where differents user/passes for different level of path (same server) are available,major
2021,file://C|/... URLs can ruin use of -chrome,major
2023,EULA is blank in Linux installer,blocker
2024,"Tools drop down menu only shows Web Search & Session Saver, but nothing else",major
2025,crash if open page megafon.ru,critical
2026,page crashes Firefox,critical
2028,GNOME integration non-functional on Fedora Core 3 and newer,major
2029,'New' check for updates button has no tooltip,minor
2030,XUL Parse error on edit -> preferences.,major
2031,XUL Parse error in about:config,major
2032,Firefox locks up loading this page,critical
2033,No .html icon for Firefox - only default application icon,trivial
2036,Network unavailable,major
2038,"1.0 and PR do not run, instead open small window with <window id=""main-window""....",critical
2043,yahoo.com - When logging onto yahoo mail from firefox on linux the page does not render properly,major
2044,"when i scroll a web page ,the scroliing slows down",major
2045,Expandable Flas plugin overlays regular HTML elements (not present with IE),major
2046,en-GB locale - Preferences - Languages in order of preference list is empty,minor
2047,browser does not start up after uptgrading to 1.0,critical
2049,"When loading phpMyAdmin, and receiving data part by part, the browser will crash (relative to checkboxes or css)",critical
2051,Firefox 1.0 (the new release) hangs,critical
2052,crash when using 'undo' in bookmark manager,critical
2053,"The Firefox 1.0 browser crashes when i try to click on ""Import"".  It just freezes and closes out.  ""Export"" is fine.",critical
2055,crash if I logon internet banking on stgeorge.com.au,critical
2056,Tab-Bar reduces the viewing size of a frame,major
2057,incorrect printing output,major
2059,"will not load a url from bookmarks or from external applications, but will after highlighting url and hitting 'enter'",critical
2060,Clicking on URL or hotlink in Thunderbird 0.9 msg. freezes computer,critical
2061,Crash when loading page,critical
2062,Firefox hangs eating 99% CPU preparing to print,critical
2065,Treating google links as popups and opening in new window,major
2066,Crash on loading films.com,critical
2068,Crash when downloading trial of Corel software,critical
2070,"When clicking on link that opens new window, the window is set to a width that is too small to view content and does not allow you to resize. It seems to be happening on sites that have links set with a specific width / height popup.",major
2071,Doesn't show local images if HTML generated by PHP,major
2072,crash when I click submit to send a gmail reply,critical
2074,crashes on this site every time since I downloaded version 1.0,critical
2076,While importing external mail firefox crashes,critical
2077,Total crush. 600Mb+ Mb ram and hang UP!,critical
2078,crash with an extension [@nsIFrame::GetStyleContext],critical
2079,images rendered in reverse,major
2080,Auto-pull-down menus have transparent background making them (often) unreadable,major
2081,"href=""../ not interpreted correctly",major
2083,Firefox 1.0 doesn't open javascript controlled menues anymore,major
2085,url shortcut doesn't work,major
2087,Ebay Search Tracker URL,major
2088,Opening new tab and entering an URL disables stop button in the first tab,minor
2089,Renaming a bookmark to a local file causes infinite loop,minor
2091,MultiMon displays extraneous windows during browser use,minor
2092,Keep cookies until i close firefox doesnt work,major
2093,aol.com halts while determining my connection speed,major
2094,Firefox crashes just after entering a webpage like www.linuxtoday.org. [@ nsHTMLReflowState::CalcLineHeight],critical
2095,l10n zh-CN linux installer fail at installing talkback.xpi,major
2097,crash when print to file,critical
2099,"If I select some of text of one page, and other tab open a new window(using javascript) mozilla select all of my page",minor
2106,Crash when trying to play music on this site,critical
2107,"clicking links in rapid succession when FF is not loaded, can result in broken GUI",major
2108,"When closing firefox with multiple tabs, hitting cancel still closes the browser!",major
2109,after some time the player will freeze up.   if you push play or stop it freezes firefox dead.,critical
2110,"""Save page, complete"" doesn't save encoding information",major
2111,FF10 FFTrunk crash [@ nsCharTraits::length],critical
2114,Mail dropdown menu button text is lower then the other buttons,trivial
2116,Java-applet not working,major
2117,"Toolbars are without icons, just text, and heaped on top of each other, after fresh installation",major
2118,Middle-clicking back/forward button shouldn't just do a URI load,major
2120,Multiple bookmark.html files being generated,major
2121,Menu items go white-on-white when highlighted,minor
2122,Page doesn't load properly - Administrator states he fixed this on his server.,major
2123,Toolbar and Navigation bar disappear,minor
2125,"[Mac] Tab-switching shortcuts don't work when combo box is pulled down (Ctrl+PgUp, Ctrl+PgDn)",minor
2126,Crashes when entering info,critical
2127,Double clicking on bottom tab bar line opens 2 new tabs,minor
2128,no scroll wheel,major
2129,Firefox freezes and the process has to be manually killed,critical
2131,"print to pdf (have adobe 5.05 pro installed) causes disk-full, then file deletes",major
2132,Microsoft Outlook will not open web link and other application as well i.e antivirus updates im McAfee,major
2134,Flash movies get filled with black,major
2135,Ads are able to deactivate popup blocker setting from preferences,major
2137,can't use  all type of IBM thinkpad trackpoint scroll bar,minor
2138,Security tab missing from Page Info,major
2139,random crash while browsing,critical
2141,context menu sticking after left/right click conbination,minor
2142,Images won't show,major
2143,Crashes when the Java VTM loads partway.,critical
2145,page must be reloaded before repeating background .gifs are drawn,major
2148,Crash when opening site,critical
2149,Browser fails to launch (installer build),blocker
2151,Cannot click to open history items,major
2152,Back Button History is not in the correct order.,major
2153,Firefox won't start on XP with SP2,critical
2154,browser crashes on embed of swf,critical
2156,[Firefox] Lots of menu items are enabled that shouldn't be when no windows are open,major
2157,Location bar dropdown menu detached,trivial
2159,Firefox crashes at Update Mozillla,critical
2160,Won't load at all.,major
2161,crash when I click on reply o forward icons on Outlook Web Access 5.5 service pack 4,critical
2162,"signed xpi plugin installer gets ""Signing could not be verified"" error",major
2163,Firefox locks up entire machine when dropdown menu is being drawn on win 98.,critical
2164,Firefox 1.0 crashes when viewing Edit->Preferences->Privacy on MIPS platform,critical
2167,Page Down not active in new tab opened from external link after Firefox window maximized then mininmized,minor
2169,Crash in XPCONECT.DLL or GKLAYOUT.DLL - Profile moved to network drive,critical
2170,segfault trying  to print http://www.auto-amd.com/find.asp,critical
2171,"Restore from full screen view with F11 results in no open windows, but process is still running",major
2172,div with overflow and iframe have high z-index for mouseover event but it correct z-index when displaying with right z-index,major
2173,Can't change location in fullscreen mode when location bar is moved to different toolbar,minor
2174,application/xhtml+xml does not break after <br/> and <div>!!,major
2178,crash if i just open the site,critical
2179,"With certain fonts, if text size reduced past a certain point the text goes complete blank",minor
2182,View Page Info broken (all fields are blank),major
2183,'Bookmark This Link...' fails to gather link text from nested elements for bookmark title,minor
2185,"FF hangs on load of site www.ohlaser.com, no message why",critical
2186,Crash when going to http://www.kool993.com,critical
2187,Javascript context lost in sidebar,major
2188,firefox suddenly exits,critical
2189,HTML tables break,major
2190,Gmail logout = Firefox crash,critical
2191,Crash with homepage everytime,critical
2192,Tabs get locked after visiting the site.,major
2195,Visiting www.adaptec.com causes hard crash,critical
2196,crash with webster.com site,critical
2199,Crash apparently caused by Google Suggest Extension,critical
2200,Unable to log in,major
2201,"computer hangs when scrolling down, mouse dissapears",major
2202,The url is the result of a log in sucessful login attempt from ( http://mail.yahoo.com/?.intl=us ),major
2204,Firefox crashes,critical
2206,"Firefox doesn't redraw its interface, or page contents correctly.",major
2207,"create bookmark , folder name fails to appear in ""create in"" input field",major
2208,wickedweasel.com crashes firefox immediately and repeatably,critical
2210,Firefox crash on web page click event.,critical
2211,JavaScript document.open doesn't work,major
2212,horizontal scrollbar hidden by search bar,minor
2214,Firefox hangs up under various conditions under windows ME,critical
2215,crash attempting to print a listing in Citibank Direct Access,critical
2217,Firefox crashes on malformed HTML [@ js3250.dll ],critical
2218,graphics in my yahoo page won't load - maybe Java error,major
2219,Unable to edit name field in popup after using command + D to save boomark,major
2220,Firefox crashes when browsing sinfest.net,critical
2221,irc color codes cause text controls to act strangely (cosmetic),minor
2222,FF hangs on loading inbox for Yahoo Mail,critical
2224,C++ Runtime Error when loading this page [@ Flash.ocx ],critical
2226,crash: segfault in nsPRUint32Key::Clone,critical
2228,"Context menu search does not obey ""browser.tabs.loadInBackground"" pref  (tabs are not selected)",minor
2229,crash when changing style.left and setting innerHTML of div containing object in table with crash recovery or sessionsaver extension [@ nsLineBox::IsEmpty ],critical
2230,Browser locks up,critical
2231,crash if I change profile directory,critical
2232,DIBENG.DLL Error,minor
2235,Extra blank tabs not removed when opening bookmark folder in background,minor
2237,installation won't finish,major
2241,"firefox crashed and error report crashed upon sending data report. Followed by system was infected with ""Bloodhound.Exploit.6""",critical
2243,site installs spyware without user interaction,critical
2244,FF10 crashes when trying to see printer properties,critical
2245,Crash when closing neowin.net pop-up after logging in,critical
2246,crash firefox by dragging innerHTML around with javascript,critical
2247,freeze dispaying the page and crash if  I close it (memory cannot be read),critical
2248,"Prefs, bookmarks, extentions, and themes not saved.",major
2249,Radio buttons do not Arrow and Tab improperly on forms.,minor
2251,Bottom frame collasps and fails to load content frame,major
2252,Browser uses http when an https link is clicked but only when in a certain state,major
2253,firefox hangs or crash if .pdf file is still open in Acrobat Reader,critical
2254,Crash when trying to load page,critical
2255,Firefox goes text only,major
2256,This URL consistently crashes firefox when visited.,critical
2257,clicking on one of the channel links (eg. '#sound') crashes firefox,critical
2258,crash on javascript monikakruse.de,critical
2259,"if sidebar is closed, opening a sidebar bookmark loads the previous bookmark instead",minor
2260,Crash on view,critical
2263,Tools > Options window does not appear,major
2264,unable to open many pages which can be opened them in IE,major
2265,Attachment of files to emails fails,major
2266,Named anchor with Korean/Japanese Character does not work,major
2268,Firefox randomly and frequently throws google home page and google error page while using proxy,major
2270,Cannot navigate by typing in address bar,critical
2271,crash on this page,critical
2272,Crash on trying to see a javascript/DHTML demo,critical
2273,firefox is automatically closed when browsing this url http://www.dslreports.com/tweaks,critical
2276,Firefox craches while loading a particular web page. Mozilla does not.,critical
2277,Firefox Crashes with Windows Media Player 10,critical
2278,Focussing away from then back on to Firefox causes a crash,critical
2279,Crash FFTrunk [@ 0xffffff4d - js_GC],critical
2280,Various Firefox code incorrectly constructs URIs,major
2281,unable to navigate firefox browser on any web site,critical
2283,Firefox will not start!,critical
2284,Crash when trying to print details from rightmove.co.uk (Too many DIV statements?),critical
2285,"keyword: search in URL bar with spaces prevents opening result links in new window or tab, causes urlSecurityCheck failure",major
2287,Add addons.mozilla.org to whitelist,major
2289,"pressing ""O"" to highlight a bookmark starting with ""O"" does ""Open in Tabs"" instead",minor
2292,Browsing to this web site crashes Firefox,critical
2293,Nothing works on the tool bar.,major
2294,"FireFox crush, when i open this page",critical
2296,Printing of non-english text is completely broken,major
2297,View menu accesskey 's' conflicts with Stop and Text Size,minor
2298,Firefox browser crashes when you try to print in portrait view.,critical
2300,web site not found/ no connection,major
2304,Firefox Crashes when accessing non-existent ftp site/file,critical
2305,FF10 crash closing app with mutiple tabs [@ nsEncoderNodeFixup::FixupNode],critical
2306,Menuitem description not exposed,minor
2307,crash on complettion of migration wizard,critical
2308,"Drop down toolbars throughout this site work in IE, but not in Firefox.",major
2309,Mouse wheel doesn't scroll the page when a <textarea> is focused,major
2310,Firefox crashes reliably when opening this URL,critical
2311,Menu & Page hidden after SP2 upgrade,minor
2312,crash before anything is fetched or displayed.,critical
2315,post.de / deutschepost.de / dhl.de crashes Firefox 1.0,critical
2316,Page on salary.monster.com crashes firefox while loading,critical
2317,crash when chat page loads or refreshes,critical
2318,Java error and then FF crashes when I close the page,critical
2319,Browser lockup on page navigation,critical
2321,"after trying to use different theme, icons are displayed wrong",major
2322,input vals dropped from post data,major
2323,Installer crashes in choose install components dialog,critical
2324,"Columns-width in ""Business Solutions"" page are wrongly displayed (see other ""identical"" pages)",major
2325,Firefox shuts down when opening www.dslrexchange.com homepage,critical
2326,Firefox crashes when accessing www.n2broadband.com,critical
2328,absolute CSS position doesnt take image height into account,major
2329,popup notification bar and statusbar icons no longer appear (blocked by 3rd party security apps?),major
2332,HELP!!  Firefox won't open (play) music sample links on Amazon.com!!!!!!!!!!!!!!!,major
2333,Autoconfiguration script hangs up Firefox process,critical
2336,"""Close sidebar"" tooltip appears at top left of screen",minor
2337,"History remains empty, back/foward buttons remain empty.  Location bar does not accept an ""enter"" ! (UI really not working)",major
2338,Right click on page cause Firefox to crash (involves flashgot?),critical
2339,Firefox crashes upon viewing this site,critical
2341,Browser closes whenever this URL opened,critical
2342,"http://automobiles.honda.com/new_models/landing.asp crashes firefox, just go there and wait",critical
2343,Popups bypass Firefox popup blocker,major
2345,Incorrectly displayed top level separator on Bookmark Manager,trivial
2347,Manage bookmarks cannot rename first folder selected,minor
2348,"after the first key is pressed, taf is triggered",major
2349,upload bugs (http post) are tcp problems ?,major
2350,firefox segfaults,critical
2353,Firefox crashes when th URL is opened,critical
2356,FF 1.0 Memory leak when I leave firefox up with a few sub tabs open,critical
2357,"Changing stylesheets to ""ReiseSmall"" causes a segfault",critical
2358,Product does not go into shopping cart with java script post,major
2359,dragging a window across an image scars that image with by stripes,major
2360,"Page reloads with ""return false"" in onclick when href=""""",major
2362,Greek symbols displayed wrongly in Firefox Linux,major
2364,Firefox donwloads and installs a trojaner !,critical
2365,Browser freezes for 10-20sec,critical
2366,Firefox hangs when URL address is a single word,critical
2367,segmentation fault while installing,critical
2368,browser crashes on trying to load the page,critical
2369,Application crash while entering the site,critical
2370,Links with more than one line with style position:relative don't act when clicked in lines different the first.,major
2371,crash if you press Control+x and Control+s. Firefox will not respond anymore,critical
2372,using the search box at the top of the page often causes crashes.  search for 'music online',critical
2377,Crashes / hangs when the html table have thousands of rows.,critical
2379,alll browsers mozilla/ firefox and epiphany crashes when i  open any and every site.,critical
2380,Crash in autocomplete [@  nsAutoCompleteController::nsAutoCompleteController],critical
2381,freeze when I run the program,critical
2382,Rough and buggy scroling when using the mouse's middle button (not wheel),minor
2383,crashes anytime it needs the master password dialog [@ nsPrompt::DispatchCustomEvent],critical
2385,when open firefox randomly not responding,critical
2386,links do not work; this is not the only site,major
2387,Cannot send email from hotmail account,major
2390,Ebay product listing overlaped,major
2391,Closing print-preview crashes FF 1.0 (and 0.9.3),critical
2392,Hang when trying to login to Yahoo,critical
2393,http://www.circuitcity.com displays as binary garbage,major
2394,"""event is not defined"" when pressing alt+enter in the url bar, (BrowserLoadURL)",minor
2395,Certain well known URL's are reported as could not be found!,major
2396,"Starting Firefox brings up ""unrecognised security certificate"" dialog",major
2397,"elements within ""noscript"" not parsed",major
2398,page never renders - browser freezes,critical
2399,when trying to use the side search or some time while using the google.de site my browser crashs,critical
2401,"""Sanitize Now"" doesn't work if ""Ask Me Before Sanitizing"" is checked",major
2403,"I keep getting a popup that says a file is corrupt and to run chkdsk, but when i do it doesnt fix it",major
2405,Serif / Sans-serif pref ui doesn't work anymore,major
2406,Firefox in-place update fails,major
2407,Cannot manually add cookies to the exceptions list,major
2408,Crash [@ net_GetURLSpecFromFile] opening option > Downloads > Browse... and then pressing cancel,critical
2411,"Misspelling in Sanitize Settings dialog: ""Santize""",trivial
2413,"Item in Cache tab in Privacy uses "":"" as an accesskey",minor
2415,Firefox 1.10 Build (20050224) doesn't ascend hangs--no browser window,critical
2416,Firefox 1.01 doesn't accept cookies from localhost,major
2417,firefox crashes at flickr.com page,critical
2420,javascript strict warnings in nsBrowserContentHandler.js,trivial
2421,regression: crash after trying to change font prefs,critical
2424,Regression: empty font lists for some languages (fontbuilder is broken),major
2426,Firefox crashes on navigation to this page due to javascript,critical
2427,"Pages useing Meta refresh to redirect, never refresh or redirect.",major
2428,keyword search for exactly one word with non-ASCII characters (umlauts and accentuated characters) doesn't work due to punycode-conversion,major
2429,Invalid clientX and clientY,major
2430,Crash opening URL with unknown plug-in [@ nsObjectFrame::PluginNotAvailable ],critical
2432,All flash and shockwave menus/games are not displayed.,major
2433,crash simply loading website,critical
2434,"Toggling ""but disable common annoyances"" disables always-on status bar",major
2435,"After opening an Acrobat file and downloading it, Firefox hangs when I hit the back arrow to go to the previous web page.",critical
2436,browser crash when loading espn.com,critical
2439,regression: Reload icon displays wrong when using small icons,major
2440,Cookies not saved for servers with multiple sub-domains (a.b.c.com),major
2441,"doesn't detect data on clipboard, so you can't paste it",major
2442,Firefox Crash on load of CurbStoppers.com,critical
2443,"while ""reading"" a page, the browser is working.. and then crash",critical
2445,crash if map24.de is visited with SUN Java 1.4.2 activated,critical
2446,Reproducable crash on web page,critical
2447,"javascript is executing twice, instead of once",major
2450,"Firefox 1.01 always HANGS upon opening...unable to navigate!  And upon closing, an error box pops up...the details are in the DETAILS box belolw -->",critical
2451,"if middlemouse.contentLoadURL is true, middleclicking on a tab opens the clipboard text as url in the active tab rather than the tab you clicked on",minor
2452,firefox uses previously deleted cookie when reloading http 401 page,critical
2453,XML prettyprint is not working,major
2456,"firefox crashes when I ""Manage Bookmarks""  to create a new folder in Bookmarks Toolbar",critical
2460,crashes on entering this site,critical
2461,constant page load errors,critical
2462,Unable to start Firefox after attempted update to version 1.0.1.,critical
2463,"sidebar.addPanel doesn't show user the URL they're bookmarking, could be used for spoofing",major
2464,"Pages are always rendered to at least width of status bar contents, but window shrinks further causing the scroll bars to be hidden.",minor
2465,crashes immediately upon opening the page,critical
2467,arbitrary code execution via sidebar,critical
2468,blank page in Firefox - page ok in Mozilla and IE,major
2469,Javascript strict warnings in browser.js,trivial
2470,Javascript strict warning: trailing comma in sanitize.js,trivial
2471,JavaScript window.open failure after innerHTML modification on Firefox,major
2472,displays no webpages,major
2474,Firefox crashed before website came up,critical
2476,Right-click in window with quicktime video causes crash [@ QuickTimeEssentials.qtx ],critical
2478,firefox freezes,critical
2479,Segmentation fault during installation of F.F. in Mandrake 10.1,critical
2480,"failed to install critical update,Firefox, then system crashed, won't reboot",critical
2481,crashes shortly after i log into to my yahoo mail account,critical
2482,Firefox 1.0.1 crashes on processing <a <? ?>></a>,critical
2484,Crash when i attempt to click the address bar or the search bar,critical
2485,Firefox crashed completely when loading game,critical
2486,FF101 crashes,critical
2488,Firefox hangs up with page with  2 FLASH Movies,critical
2490,Bookmark Misdirection,major
2492,No page is displayed when I logout of hotmail. The link is a redirect request to the MSN.COM site and it works in Internet Explorer and older version of Firefox,major
2495,Chevron on Bookmarks Toolbar should be clickable all the way to the right,minor
2496,info bar cannot be accessed/activated with the keyboard,minor
2498,weather.com crashes browser [@ nsXPConnect::SetDeferReleasesUntilAfterGarbageCollection],critical
2501,builds with official branding use unofficial branding copy of browserconfig.properties,major
2502,"Make ""Remove All Cookies Now"" undoable",major
2503,System setting screen resolution is missing and not default,major
2504,Options dialog on OS/2 starts with wrong size,major
2505,Crash or freeze if you play and pause movie,critical
2506,ctrl K causes error which causes firefox to close,critical
2507,Firefox crashed with an invalid page fault at this page,critical
2510,firefox begin to eat memory and hangs after opening this URL,critical
2511,Using fckeditor demo page crashes Firefox [@ nsQueryInterface::operator() ],critical
2512,XSLT not recognized correctly,minor
2513,Problems with preferences and other things.,major
2514,"loading and unloading a java applet in iframe , and closing the div crashes firefox",critical
2515,"Browser hangs when using javascript to apply display=""hidden"" CSS  attribute to a dom node with multiple dynamically generated children",critical
2516,Print Preview of this page causes hang with 100% CPU,critical
2519,"After using ctrl-tab to switch browser tabs, focus is on wrong page until clicking with mouse",minor
2520,firefox crashes each time fully w3c-validated page is loaded,critical
2521,page empty in content section of page - repeated reloading CAN sometimes BUT resizing firefox DOES make the content appear,major
2522,crash on gelbeseiten.de; user profile manager opens on restart,critical
2524,Menu bar at top does not show,major
2525,Exception in bookmarks.js by selecting the bookmark of a site without Favicon,minor
2526,Cant find certain websites,major
2527,"input:hover does not applies to input type=""file""",minor
2530,"open link in new tab just open blank tabs, not actually loads the requested link",major
2531,vertical scrollbar does not work when position:fixed is set,major
2532,Input element incorrectly cleared with IME mid-input,major
2533,crash if I go with the mouse-cursor over the site,critical
2534,Application memory fault,critical
2535,rendering the electronics page of sears.ca causes a crash,critical
2536,Location text not selected when clicking icon on location bar,minor
2538,Crashes on load,critical
2539,v1.0.1  will not allow access to any URL.,major
2541,Inbuilt search toolbat disappears and cant change searches,major
2542,Reload button is disabled after adding it back to toolbar,major
2543,crash at www.bungie.net [@ nsHTMLScrollFrame::GetContentInsertionFrame],critical
2544,Yellow background alternating with the map displayed,minor
2546,The pop up windows media player does not play music,major
2547,general > languages: tab order is weird,minor
2548,"""Security Error: Domain Name Mismatch"" - Cancel button fails to reset location-bar URI",minor
2549,Printing do not work properly,major
2550,webpage reliably crashes the browser,critical
2552,sidebar bookmarks don't load links without targets properly.,minor
2553,dont need to click radio button when accepting licence in installation,minor
2555,"Web page an example of the crash, sources included",critical
2556,horizontal scrolling doesn't work as it should using a mouse,minor
2557,High contras mode doesn't work,major
2558,back and forward shortcut keys not working,major
2559,After updating to 1.0.2 I now see ASCII garbage at this site.,major
2560,"Scrolling does not work in advanced preferences dialogue; clicking cancel, and repeating fixes the problem",minor
2562,"When the URL below is loaded in Firefox (3/23/05 nightly build), the buttons for detail maps opens below but it's a blank window.",major
2563,"2 bugs) on open of sites, it request i download the php files. After updatign to 1.0.2 none of my enhancments work, even when enabled.",major
2567,firefox crashes when I open it. only started since I started using 1.0.2,critical
2568,Firefox crashes every time I attempt to navigate to this URL,critical
2570,"Message ""The file / cannot be found.Please check the location and try again"" appears",major
2571,Crash when dragging URL into address bar [@ msvcrt.dll - nsXPTCStubBase::Stub242 / XPTC_InvokeByIndex ],critical
2572,crash [@ libglib-2.0.so.0 + 0x18063] called from nsWindow::SetWindowIconList opening a new window(?) when low on memory,critical
2573,Crashes while loading this URL page,critical
2575,Browser crashes consistently (and very quickly) as page loads.,critical
2576,"arabic text rendered backwards(LTR) in ""some"" web sites in firefox 1.0.1 and 1.0.2",major
2577,Firefox 1.0.1+ does not leave memory on exit and prevents the system from restarting,critical
2579,fieldset's legend element is not rendered as expected when generated in DOM,major
2581,memory leak in javascript animation,major
2582,don't scroll bookmarks if there is nothing to scroll,trivial
2583,Copy-and-pasting a raw image page yields inapproprate text,minor
2585,Caret sticks at the front of the filter bar in about:config when caret browsing is enabled,minor
2587,crash if I print or view print preview of http://www.vldb2005.org,critical
2589,Doctype not being properly read,major
2590,"ctrl+t new tab hotkey becomes disabled after clicking ""show quoted text"" in Google groups",minor
2591,When logging into different Gmail as Firefox Always Opens the 1st account ever opened...ccount,major
2592,"Firefox displays File menu bar, navigation bar, and nothing else.",major
2593,new tab opened by double-clicking the tab bar cannot load page,major
2594,Narrator causes Fx to crash,critical
2595,Crash [@ nsDocShell::GetRootSessionHistory] on URL provided on opening DOM Inspector or clicking (right or left) on whitespace surrounding the map.,critical
2596,properties of bookmark are disable,minor
2597,Firefox crashed completly when loading games at Pogo.com,critical
2598,History Sidebar VIEW button has garbage after it,trivial
2600,hang when opening new window and closing first window,critical
2602,Malformed URL cause FireFox to have strange behavior and crash,critical
2604,installer failure,critical
2605,Cannot manually enter proxy port in preferences:general:connection settings (when instant apply is on),major
2606,Crash when starting up Firefox under Windows XP SP1 on a AMD64 Skt939,critical
2607,firefox bookmarks channel calls onStartRequest synchronously and without onStopRequest,major
2608,crashes when i go to bookmarks and then move my cursor the left.. at go for example.. tried on another pc.. same thing,critical
2610,Firefox 1.0.2 immediate crash while starting,critical
2611,web page causes fatal error crash,critical
2612,Displays the page very wierd,major
2613,crash when visiting Wikipedia page,critical
2614,Prefs dialog landing breaks preference locking,major
2615,Firefox version 1.0.2 - firefox.exe process hangs on exit,critical
2616,Visiting following URL crashes Firefox.,critical
2619,Dialog box containing a long URL is cut off,major
2620,[Mac] Regression: Application crash and/or hang after opening/closing About Firefox dialog (since 20050406),critical
2621,Popup(s) from this site makes Firefox hang,critical
2622,Firefox crashes to desktop during rendering.,critical
2623,"div style=""overflow: auto;"" causes to render garbage",major
2625,Dynamically changing the favicon doesn't update the icon in the tab.,trivial
2626,browser crash lost all setup info restarted as new installation of browser,critical
2627,Unable to open mails after loging into hotmail.com,major
2629,"When entering ABCNEWS section of United States, most of the news topics disappear after firefox says ""done."" in the status bar.",major
2631,"When choosing Options... from Tools menu, Firefox freezes.",major
2633,can't define text using cursor in order to cut and paste,major
2634,search engine field doesn't show engines,major
2636,The above site crashes both ICEWM and KDE 3.1 when viewed in Basic Page Style,critical
2637,Right click + Close Tab doesn't work when 1 tab is used,minor
2638,Firefox don't open URLs with password (like http://name:pass@example.com),major
2639,XHTML Mimetype breaks Save Page as... (Web Page Complete),major
2640,firefox hangs after several minutes of use on windows server 2003 sp1,critical
2641,every time i close firefox it crash,critical
2643,arbitrary code execution via sidebar (part 2),critical
2644,After deleting a bookmark in the bookmarks menu it is necessary to click twice (two times) to open the menu again,minor
2645,Mouse Shifts on Scroll Bar 1px,minor
2647,Overflow scroll stays after decrase of text,minor
2648,not working after starting firefox 1.0.2 (windows 2000 SP5),major
2649,dragging separator in bookmarks menu creates empty bookmark,minor
2650,"When I open Yahoo Messenger, both the Messenger application and the Firefox/Thunderbird applications crash my computer",critical
2651,It crashes with shortcut of Shift + Tab - Trunk [@ nsFrameConstructorState::PushAbsoluteContainingBlock] [@  nsFrameConstructorState::AddChild],critical
2652,Firefox context menu code shouldn't rely on localname tests,critical
2653,"While surfing with fx dns resolves most addresses to google or recently visited pages, also using more than one tab dns addresses get mixed up.",major
2654,Element properties window is shown behind the popup window rather than in front of the window,major
2655,horizontal scrollbar on bottom of frame is missing occasionally,minor
