,summary,severity
1383,Properties dialog for debug processes in CDT can not be closed,blocker
1384,building a make target deletes all my source files,major
1385,Open Declaration can get into endless loop,major
1386,Missing class: org.eclipse.cdt.managedbuilder.ui.tests.TestCProjectPlatformPage,major
1388,Source inclusion/exclusion bugs and more tests needed,major
1389,[Bindings] ClassCastException in plain C name resolution,major
1390,tool specific optionPathConverter is no longer called when updating CDT 3.1.2 to CDT 4.0.0,blocker
1391,[Project Model] CoreModel.create(IFile) cannot be used in jobs,major
1392,auto include comes with using namespace directive,minor
1393,Editing the source lookup path does not take effect immediately,minor
1394,CDT crashes unexpectedly while trying to load the native library winreg with IBM JVM,blocker
1395,Incorrect syntax highlighting of preprocessor # operator.,minor
1397,[europa] Unable to cancel in error properties dialog,blocker
1398,[Binary Parser] different binaries of the same name are not treatted propely,major
1399,Page missing at the new C/C++ project wizards,blocker
1400,[Index] PDOMNode.hashCode() slows down indexing,major
1401,[Index] PDOMBinding.equals() does not comply with hashCode(),major
1402,"gdbserver debug disables suspend on Intel Mac, but is OK on PPC Mac",major
1403,[debug] NullpointerException at debugger,major
1404,"CDT4.0 problem with MBS enumerated option definition using resourceFilter=""project""",major
1405,creating project deletes all files,critical
1406,LPG is not getting pulled into the C99 feature,blocker
1409,PDOMCPPClassType.find(String) is broken.,major
1410,Error parsers settings are ignored,major
1411,Parser indicates friend declaration as class field declarations,major
1412,make targets are not persistent between Eclipse program invocations,major
1413,Stack overflow in indexer,critical
1414,Convert To... menu item should be moved,minor
1415,ICDITarget2.getGlobalVariables() returning a non CDI type,critical
1416,Link view selection to active editor does not work,major
1419,[Template Engine] ANSI C Hello World template generates C++ files and not C,blocker
1420,java.lang.OutOfMemoryError: PermGen space,blocker
1421,CDT build settings lost,major
1423,Parser does not understand smart pointers,major
1424,C Compare editor should always be LEFT_TO_RIGHT,major
1425,"TVT33:TCT174: pl: ""Add Watch Expression"" dialog window too narrow/cannot resize",major
1426,TVT33:TCT181: Signal view column headings truncated,major
1427,"Cannot remove the ""lib"" prefix from a managed build shared object name",major
1429,TVT33:TCT209: da: Note truncated on Appearance page of Settings window,major
1430,TVT33:TCT206: da: Performance note truncated in Settings windows,major
1431,"TVT33:TCT196: cs : ""Use Default"" checkbox truncated in Run Config dialog Argument tab",major
1432,TVT33:TCT227: translated string truncated for New Code Style dialog,major
1433,TVT33:TCT229: pl: label truncation in C/C++ Build panel,major
1434,TVT33:TCT224: pl: hardcoded symbol 'mb',minor
1435,"TVT33:TCT202: DE : CDT, Button truncation on Add Directory Dialog",major
1436,TVT33:TCT231: NL: Template Default Values preferences UI not externalized,major
1437,TVT33:TCT239: pl: 'Select variables' dialog title not externalized,major
1438,TVT33:TCT250: ES Language Mappings panel in Linux is too big,major
1439,TVT33:TCT223: pl: string truncation in indentation profile panel,major
1440,TVT33:TCT258: da: English string Preference Configuration on Discovery Options tab,major
1441,TVT33:TCT232: pl: hardcoded 'Configuration1' string,major
1442,"TVT33:TCT251: da: truncation in New CDT project wizard, Preferred toolchains tab",major
1445,TVT33:TCT259: cs : Truncated text - Project Language Mappings properties description,major
1446,TVT33:TCT230: ar: 13.003080 Truncated text in error message in Hovers preference,major
1447,TVT33:TCT256: ar: 13.003344 Dialog is not BIDI enabled,major
1448,TVT33:TCT238: Truncation error in Language Mappings file properties,major
1449,TVT33:TCT240: ko: wrong sentence order in New Project Wizard pref page,major
1450,TVT33:TCT274: da: Unexport button truncated on Symbols tab,major
1451,"TVT33:TCT273: ja: ""Debug"" and ""Release"" shared in the menu and in the file system",major
1452,"The meaing of ""case"" is confusing for the messages shown in New Class Creation Wizard",major
1453,TVT33:TCT283: ar: 13.003510 Parenthesis incorreclty displayed in Environment pref page,major
1454,TVT33:TCT214: Apostrophes missing in problem message,major
1456,".cproject written on every build, bad for Team",major
1457,[New Project Wizard] deletes src-code when cancelled.,critical
1458,CDT tutorials contain obscenities,blocker
1459,TVT33:TCT279: da: [Active] in English on References tab (project properties),minor
1464,Need an API to if a org.eclipse.cdt.core.model.ITranslationUnit is External,major
1466,"An internal error occurred during: ""Open Declaration"".",major
1467,"unable to go to the source in ""Problems view"", CDT4.0 RC2",major
1468,org.eclipse.dd.dsf.debug.ui.jar does not include the plugin.xml file,major
1469,folding of a multi line function definition,minor
1470,The MBS new project wizard allows finishing without asking custom pages first,major
1472,When using 'Shift Right' the editor should not scroll,minor
1473,TVT33:TCT265: cs : Path and Symbols properties page (References tab): Unclear button label,trivial
1474,Stopping a debugg session causes all user processes to terminate,major
1475,Codecompletion is not working for std-classes and only restricted in own classes,major
1477,Debugging with Cygwin environment not working,blocker
1478,functions are folded when navigating to an unopened file,minor
1479,[CDT DOCS] HTML files not generated for CDT Plug-in reference,major
1480,Add Tasks view to CDT Perspective,minor
1481,todo variable needed for templates,minor
1482,xlc plugin doesn't show up when running the build packaged from Eclipse.org,blocker
1483,MBS fails with UnsatisfiedLinkError on AIX loading spawner,blocker
1485,UPC files are ignored by the indexer,major
1486,TVT33:TCT662: pl: Add Paths dialog window does not resize,minor
1487,C/C++ Index does not get populated,major
1488,can not start make,critical
1490,run a target in the subdir of project in maketargets view cause the the subdir of project  in project view disppeared,critical
1491,run a target in the subdir of project in maketargets view cause the the subdir of project  in project view disppeared,critical
1492,run a target in the subdir of project in maketargets view cause the the subdir of project  in project view disppeared,critical
1493,Open Declaration shows several duplicates,major
1494,Find References => NullPointerException,major
1495,DBCS3.3: unable to save customized preferences of make file project,major
1496,NPE in New Project Wizard,blocker
1497,Outline view sometimes does not populate,major
1498,[Project Model UI]NPE in creating the new configuration for makefile projects,major
1499,Open Dialog: cannot locate struct members,minor
1500,Include at wrong position in Outline,minor
1501,"About information missing from c99, upc, and xlc features",blocker
1502,NPE at Makefile Project preference page on the Mac,major
1503,"ISV implement IProjectEnvironmentVariableSupplier in order to provide project level in cdt3.0 should still kept as Environment Variable provider in CDT4.0,not a macro provider",major
1504,Dependencies with whitespaces returned by tool's custom dependency calculator passed to makefile incorrectly by CDT,major
1505,CDT GNU Make Error Parser doesn’t parse many common errors generated by make,major
1506,Build selected files doesn't work in some cases,major
1507,[Editor] double-click to select the first word of a file does not work,minor
1508,Error parsing errormessages from compiler,minor
1509,Project is not rebuilt at some cases after project build settings change,major
1510,Cannot launch C/C++ application on AIX,blocker
1512,Eclipse can't read or write to .cdtproject or .project if they are hidden on XP system!,major
1514,[C99 Parser] F3 doesn't work on macro invocations,major
1516,User defined Macro(in cdt v3.0 managed project)was  lost when imported into CDT 4.0,major
1517,[formatter] deleting whitespaces between words while formatting,major
1518,binary parser properties lost on CDT-4.0.0-I200706261300,major
1519,[process] Stopping a debugg session causes all user processes to terminate,major
1522,"Can't build on mac os x: ""can't locate file for: -lgcc_s.10.4""",major
1523,"debugger doesn't halt on this program, and also eclipse goes into endless loop.",critical
1525,Customized tasks tags aren't shown in the task view,trivial
1526,add/edit/move buttons at include-path dialog don't work,major
1528,Postmortem debugger does not work,major
1530,Silly bug in BuildEntryStorage.java,major
1531,Indexer (fast & full) / eclipse hangs on silly macros,minor
1532,CDescriptor junit test fails occasionally,minor
1534,Parsing C/C++ results in errors in CReconciler,major
1535,Deadlock on Launch,major
1536,Deadlock during project creation,critical
1537,Eclipse is stressing to use since it requires concentration to verify when it is safe to type,major
1539,empty initializations of global C vars,minor
1540,Error while using C/C++ Postmortem debugger,major
1541,Can't add multiple source folders simultaneously,minor
1543,Multiple warnings referring to the same code line are not handled properly by the Problems view,minor
1544,[Indexer] Full Indexer with dependent projects corrupts the index.,major
1545,CfgScannerConfigInfo should getContainer with proper profileId,major
1548,Internal builder does not use outputPrefix,major
1549,"[content assist] using C, static variables defined in file scope can't be ctrl-space completed.",major
1550,CPPASTForStatement implements IASTForStatement and the subinterface ICPPASTForStatement,minor
1551,export the org.eclipse.cdt.internal.ui.preferences.formatter package,trivial
1552,edit coloring only reflects last keystroke,major
1553,improve recovery from unclosed include,minor
1555,Eclipse hangs when checking a project out of CVS,critical
1556,Template resolution problem when using index,major
1557,Type resolution problem with namespace,major
1558,Parser gets confused by templates without index,major
1559,tool-integrator converter is not invoked for file-level tool modification,major
1560,Problem with Configuration management in Makefile Project,major
1561,Opening a C++ file in the debug perspective raises exceptions,major
1562,CDT Project Wizard does not show when workspace is on share with $ in name,minor
1563,"Index do not work in between #if, #endif block",major
1564,CDT contributions to ProjectExplorer slows performance down dramatically,major
1565,flexible hierarchy bug/optimization causes query with incorrect IChildrenUpdate[] array length,critical
1568,u-boot debugging crashes for ppc74xx architecture,blocker
1569,ArrayStoreException in Toolchain Editor,critical
1570,[ scalability ]  PDOM manager is very aggressive with Job usage.,major
1571,DVT33:TCT754: PL: Invalid cdt_debug_run01.png image,minor
1572,DVT33:TCT764: JP Missing Icon,minor
1574,update modes should move to action menu; always & manual modes should be available on toolbar,major
1576,DVT33:TCT798: DVT33: CZ_missing topic in the html page,minor
1577,(regression) additional newWizardPages not called unless stepped to.,major
1578,DVT33:TCT812: FI - Titles missing link info,minor
1580,DVT33:TCT822: el - CDT - Broken link to cdt_t_show_proj_files.htm & cdt_t_prvw_hide_files.htm,minor
1581,DVT33:TCT821: el - CDT - Broken link to cdt_t_proj_ref.htm,minor
1582,DVT33:TCT825: el - CDT - TOC navigation link differs from topic title of target page,trivial
1583,DVT33:TCT823: el - CDT - Broken links to cdt_o_views.htm & cdt_o_perspectives.htm,minor
1584,DVT33:TCT824: el - CDT - Broken link to cdt_u_sprop_mdiscovery.htm,minor
1585,NPE caught in ManagedBuildManager.adjustHolder(),major
1586,DVT33:TCT828: el - CDT - TOC navigation link differs from topic title of target page 3,trivial
1587,DVT33:TCT830: el - CDT - TOC navigation link differs from topic title of target page 5,trivial
1588,DVT33:TCT827: el - CDT - TOC navigation link differs from topic title of target page 2,trivial
1589,DVT33:TCT829: el - CDT - TOC navigation link differs from topic title of target page 4,trivial
1590,Byte Order Mark in topics_Getting_Started.xml causing problem,major
1591,Improve lexicographical sort order in the Outline view,minor
1595,Code formatter with Qt's emit,major
1598,Null pointer exception on Launch of app in Windows,blocker
1599,[update policy] Update Mode (cache) is not preserved between sessions*,major
1600,Some font choices/sizes do not render well in the traditional memory rendering,major
1601,[update policy] Update Mode radio menu & toolbar items do not stay in sync,major
1603,FindReplace incorrectly sets value on the memoryblock at the absolute address; should use offset,major
1604,Two problems with loading build configuration data,major
1606,New Class Wizard does not handle paths properly on case insensitive filesystems,major
1607,new selection should set DND.SELECTION_CLIPBOARD data,major
1609,File makefile does not match its benchmark. when using JDK1.6.0_02,critical
1610,Launch config settings are not displayed in C/C++ Postmortem Debugger -> Debugger Tab,major
1612,Discovery Option with managed project doesn't seem to work,major
1613,add constructor methods to AST node classes,minor
1614,Modules view doesn't compile against platform 3.4M2.,major
1615,"Raise ""Zero length BigInteger"" errors when reffering to the vector registers",major
1616,failures in MBS UI tests,blocker
1617,[terminal] [serial] terminal can hang the UI when text is entered while the backend side is not reading characters,major
1618,endian cleanup,major
1619,build automatically is not working,major
1620,find replace mishandles searches for values greater than the max signed value of byte,major
1621,CDT can spend as much as 10 seconds waiting for GDB to start,major
1623,Wrong global variables syntax coloring for template parameters,minor
1624,Change history color does not work until after the first suspend event,major
1625,Find/Replace performance is poor,major
1626,"text pane should respect the set character mode, US-ASCII, ISO_8859_1, ...",major
1627,module local variables not visible in variables view,major
1629,Eclipse hangs at startup when loading workspace,major
1630,Need support for importing C++ Libraries,major
1631,CDT Common builder does not handle IncrementalProjectBuilder.INCREMENTAL_BUILD as required,critical
1632,Missing cdt.doc.isv files,major
1633,"Need to update CDT document to include the information that CDT 4 overrides the platform settings for ""Build Automatically""",major
1634,C project wizard shouldn't use C++ icon,minor
1635,Source lines are not available in disassembly view for imported executable files,major
1636,TextFileBufferManager failed to notify an ITextFileBufferListener,minor
1637,Memory monitor changed to support address spaces in 4.0.2,major
1638,Need to reset CSettingEntryFactory when loading/applying configurations,major
1639,"Setting Break points through Run menu fails in Multi-page Editor, And Missing Edit menu options in MPE.",major
1640,org.eclipse.dd.dsf.mi.ui build errors cause nightly build failure,blocker
1641,Failure to debug-attach on Windows using GDB,critical
1644,Platform 3.4 M4 breaks the DSF build.,critical
1646,move C99 preprocessor tests into core test suite,minor
1647,Identifier markup,minor
1648,Misuse of IMarker.LOCATION attribute breaks API and leads to ClassCastExceptions,major
1649,NPE starting up in Linux in MingwEnvironmentVariableSupplier,minor
1650,Type resolution problem with template and typedef in index,major
1652,Template type resolution problem affecting std::vector,major
1654,Adding a preprocessor symbol erases previously defined ones,major
1656,Run away pop-up window in C++ editor,major
1657,Template type resolution problem affecting std::vector (no index),major
1658,"If actual number of stackframes is > 100, a dummy stackframe labelled "". . ."" does not appear at the bottom",minor
1659,"CygPath#getFileName will not return when ""name"" is empty",major
1660,open resource or open element crashes eclipse,major
1661,Settings for build configuration discarded,critical
1662,[Directory parsing] Cyclically linked directories cause Eclipse to hang and then to crash with an out-of-memory exception,major
1664,CDT Project Template Engine macro replacment code cannot handle consecutive replacements.,major
1665,Code completion fails in derived classes with function overloading,major
1668,Starter.exe behaving different than Runtime.exec() during building Standard Make Project,major
1669,[update modes][debug view][launch] Processes sometimes do not appear in Debug view upon launch.,major
1670,NoClassDefFoundError with CDT 20080211,blocker
1671,New CDT Project Wizard causes Vista UAC warning,major
1672,[variables] Variables view no longer updates properly,major
1673,[registers] NPE in RegisterGroupsVMNode,major
1674,[run control] Exception when trying to step over the last statement in a program.,minor
1676,[Content Assist] proposals take 55 seconds to be displayed,major
1677,Macro Expansion - Open Declaration exception,major
1678,Hanging on an existing pipe,blocker
1681,Using Java 1.5 build machine can generate invalid byte code,major
1682,Performance switches -p -pg should be propagated to linker too,minor
1683,ResourceConfiguration Build settings bug,major
1684,The hover pop-up displays C/C++ comments for classes with wrong encoding,minor
1685,eclipse suspend makes gdb exit when remote debugging over ssh,major
1686,"[Template Engine] Problem with type=""select"" and selected item",major
1687,[view model] checkService of AbstractDMVMNode should be deprecated,minor
1688,Overriding make variables in build command does not accept quotes,minor
1689,Frequently Crash on Linux RHEL 5.1 i386/x86_64 Platforms,critical
1690,Problems setting per resource tool settings,major
1691,[console] Application writing a lot to the output deadlock.,major
1692,Cache is never cleared in GDBControl,minor
1693,Clean with internal builder ignores success of clean command.,major
1694,[concurrency] Query objects in debug view model should call RequestMonitor.done() even when canceled.,minor
1695,CDT builds projects twice,major
1696,deleting Source Folders will corrupt Defined Symbols,major
1698,Code formatter strips whitespace when it shouldn't,major
1700,CDT breakpoint handling does not scale to larget projects,major
1703,PropertyBasedLabelProvider can use NPE in update routine,major
1705,[Refactoring] Changegenerator does not consider comments,minor
1706,Testoutput of the Comment Handler Test is cryptic and not documented,minor
1707,IIndex javaDoc for constants interchanged,trivial
1709,Traditional Rendering: ViewportCache.run() synchronization problem,major
1710,Inserting tabs as spaces with tabs already in the file is inconsistant,minor
1712,Template resolution problem affecting STL iterators,major
1713,[number format detail] Number format detail pane calls a service on a backgroun thread.,major
1714,Template type resolution problem affecting std::map,major
1715,Template type resolution problem affecting std::map,major
1716,[debug view] Call to sleep() breaks debug session,major
1717,[expression view] The AddExpression line is blank,major
1718,Error message while indexing,major
1719,[number format detail][modules] Refactor and simplify the detail pane implementation.,minor
1721,Cannot import things from src directory,major
1723,StackOverflowError in indexer,major
1724,ClassCastException is fast indexer,major
1726,[disassembly] Warnings in disassembly viewer code.,minor
1727,Template resolution problem affecting std::string,major
1728,"AbstractIndexerTask uses NLS, means that StandaloneIndexerTask needs OSGi",blocker
1729,[event] Invalid state used,minor
1730,[Refactoring] Generate Getter Setters uses . instead of ->,major
1731,[expressions] ExprMetaCommand toString() is incorrect,minor
1732,[variables] Hanging variables view,major
1733,TVT34:TCT360: HU: 14.000110 - BASE WINDOWS MENU - PREFERENCES - RUN/DEBUG - LAUNCHING/WINDOWS,minor
1736,Triplicate entry in org.eclipse.cdt.internal.ui.refactoring.dialogs.messages.properties,minor
1737,[debug view][stack] Stack frames are not always painted properly.,major
1738,[concurrency] RequestMonitor.isSuccess() is inconsistent with getStatus().,major
1740,[view model] VM cache can save the result of a canceled update.,major
1741,[data model] Simplify the GDBControlDMContext.toString() string.,minor
1742,[debug view][run control] Step buttons are still available when stepping over a sleep() call,minor
1743,ClassCastException in indexer,major
1744,TVT34:TCT553: CN: English strings on the Cheat Sheets panel.,minor
1745,"[source lookup] Source lookup open ""<unknown>"" editor after after launching two multiple duplicate debug sessions.",major
1746,Losing discovered build variables on restart,major
1747,[registers] ClassCastException in RegisterVMProvider.,major
1748,Cannot set address breakpoint in Dissassembly view,major
1749,[Index] Clearing file can corrupt index database,major
1750,project description concurrency issues with EFS hosted project,major
1751,TVT34:TCT641: JA: English strings in Key preference,minor
1752,TVT34:TCT666: PLK: Extra spaces in Keys Preference panel,trivial
1753,[Accessibility] Duplicate mnemonics in C/C++ preferences,minor
1754,[Accessibility] Add Watchpoint dialog - input boxes do not provide a label,minor
1755,TVT34:TCT669: PLK: double space in Select tools dialog,trivial
1756,TVT34:TCT668: PLK: New configuration name created by concatenation,major
1757,"TVT34:TCT672: PLK: truncation in ""Explore Macro Expansion"" view",major
1758,TVT34:TCT674: PLK: concatenation of messages in Refactoring window,minor
1759,Content Assist slow to the point of unusable,major
1760,"TVT34:TCT687: PLK: ""compiler version"" dropdown items not externalized",minor
1762,"""using"" declaration doesn't work for base classes",major
1765,TVT34: Moving through project properties makes file browser dialogs appear,major
1766,TVT34:TCT741: TVT - HUN: Functional problem in CDT,minor
1767,TVT34:TCT739: TVT - HUN: Truncation on Explore Macro Expansion panel,minor
1768,TVT34:TCT733: TVT FR - Missing Unit for Set Line Width for preview window,trivial
1769,[launch] CDT launches affected by DSF launches,critical
1770,"TVT34:TCT751: Hardcoded ""auto"" in the list ""Specify processor architecture""",minor
1771,TVT34:TCT745: TVT FR - 1 Steps should read 1 Step,minor
1772,[launch] -environment-cd command should be used,minor
1774,C Block comment closes on next line when # is a first character on line,minor
1775,Make Targets Create/Modify dialog can be fooled easily,minor
1776,Make Target view add/modify dialog is not resizable horizontally.,minor
1777,Template type resolution problem affecting std::map::iterator,major
1778,Breakpoint on binary symbols are not resolved,minor
1779,[tests] org.eclipse.dd.tests.gdb/src/org/eclipse/dd/mi/service/command/commands/AllTests.java:29: illegal start of expression,minor
1780,Workspace crash,blocker
1781,[run control] CLIInfoThreadInfo does not parse result properly,minor
1782,[variables] Hanging variables view (2),major
1783,Copy paste of files in Navigator pane and then undo after editing deletes files with no confirmation,major
1784,[tests] GDB services unit tests leak session thread.,minor
1785,[debug view] InferiorStartedDMEvent not sent when no startup breakpoint,minor
1786,[update policy] AutomaticUpdatePolicy.java: s/Autoamtic/Automatic,trivial
1787,Errors in Variables TAB of Debug Windows,major
1788,Error-Message is not parsed correctly,minor
1789,[traces] GDBControl poorly formats an error printout,minor
1791,[disassembly] DisassemblyDocument does not compile,major
1792,stack overflow from infinite recursion indexing templated typedefs,major
1793,No add @param to auto-generated Doxygen documentation if no params in method/function,minor
1794,CDT Editor got blocked not available to respond to user action  for the indexing,critical
1795,The console is a problem .The debugger is worse than that in eclipse-java-3.x.,major
1797,Can't debug on Mac OS X Leopard,blocker
1798,Website makes no mention of CDT 5.0,minor
1799,CDT 4.0.2 indexer problem with Eclipse 3.4,major
1800,[view model][debug view] Double click listener can be added twice for the same VM provider,minor
1801,[commands] MI command better use of context information,minor
1802,[Call Hierarchy] add proper support for templates,major
1803,[view model] Missing calls to done(),minor
1804,"Make options, enclosed by needed Double Quotes, are executed without the Double Quotes.",major
1805,NullPointerException in Decoration Calculation,minor
1806,[Formatter] White space isn't inserted before the first semicolon in 'for' statement,minor
1807,[debug view] ExpandStack should be disabled when there is no launch,minor
1808,Eclipse Ganymede hangs on startup,critical
1809,[memory] memory search plugin is missing from memory feature,major
1812,Formatter does not heed 'spaces for tab' setting,minor
1813,new configurations badly or not saved,major
1814,Relative include paths should be relative to source file,major
1815,[commands] -thread-info should be used with new GDB,minor
1816,[run control][processes] ClassCastException in GDBRunControl,major
1817,"Unable to debug C++-Application, does not start",blocker
1819,[update policy] VM Cache can save updates after they were canceled.,major
1820,[Traditional Rendering] DebugEvent processing inflexible,major
1821,AssertionFailedException in QuickDiff prevents save,major
1822,[formatter] macros after controlflow statements without braces: new line missing,minor
1823,Include path is not listed in project if user defined environment variable is used,major
1824,"compile errors when file in filesystem (not project directory) includes ""name.h"" and <name.h>",major
1826,[non-stop][update modes] Caching may not be possible in non-stop mode,major
1827,Content-Assist  does not work for unsaved files,critical
1828,Crash of eclipse CDT when opening a file / selecting inside a file,blocker
1830,Deadlock between CReconciler and main on startup,major
1832,[update policy] Bug in Update Scopes implementation leads to views to stop refreshing.,major
1833,show full paths is always checked on breakpoints view,minor
1834,[breakpoints] Selecting the breakpoint filter option hangs eclipse,major
1835,Task tags with non-alpha characters not highlighted,minor
1836,Build project (on C++ project) occasionally does not work,major
1838,GeneratePDOM application does not output the target .pdom file if the include path contains assembly files,major
1841,[disassembly] IP annotation does not keep up when stepping fast,major
1842,ErrorParserManager NPEs on EFS project,major
1843,Variable view shows nothing when expanding  child element of structure object,major
1844,Details pane in Expressions view displays wrong data for big arrays,major
1846,Parser fails to get AST when eclipse lauched with vmarg -ea,critical
1847,[launch][non-stop] Non-stop option should be below .gdbinit warning,minor
1848,[commands] Token should not be printed if invalid,minor
1849,"GUI hangs, deadlock in worker threads from org.eclipse.cdt.debug.core/org.eclipse.cdt.debug.mi.core",major
1850,Welcome Page on Solaris: Missing Icon,minor
1851,No variables shown in Variables view while debugging,major
1852,Problem with build of C++ project using CDT in MakeFile Project.,blocker
1853,[expressions] RM.done() called twice in MIVariableManager,major
1854,the eclipse-cpp IDE:the input/output order is incorrect in the Console.,critical
1855,[view model] Debugger VM providers' listeners are never removed from the preference store.,minor
1856,missing space in Command line pattern,trivial
1859,[number format detail] IllegalMonitorStateException in the number format detail pane,major
1860,[console] CLI console should accept MI commands,minor
1862,[launch] Debug view is not activated upon launch,minor
1863,[console]  console doesn't work with getch() in conIO,minor
1864,CDT 5 file-based distros are missing components,major
1866,[launch] Failed finalLaunchSequence leaves zombie launch entry in Debug View,major
1867,When I edit a Macro used in the code with several brackets I block eclipse,major
1868,"When creating new C/C++ Project: Problems occurred when invoking code from plug-in: ""org.eclipse.jface""",major
1870,[update policy] Refresh All action is not always properly enabled.,minor
1871,mark occurrences and refactor/rename misses occurrences,major
1872,[update policy] Refresh button in views is enabled in any debugger while focus is in Editor.,minor
1873,C++ Indexer hangs on medium sized project,major
1874,Regression: problems with C/C++ editor ruffling my whitespace,major
1875,CDT runs but doesn't debug files with accents on their path,major
1878,[editor] Highlight inactive code if #ifdef is unterminated,minor
1881,StackOverflowError with Restore Defaults in property pages when two strings are present,minor
1883,GNU Code formatter formats braces wrong,minor
1888,"""Add include"" adds ""using namespace"" also if ""Add include"" is called from within the namespace",minor
1890,[number format detail] IllegalMonitorStateException seen occasionally,major
1891,[Scanner Discovery] file-level discovery option not saved,trivial
1893,No path for makefile in problems view,major
1894,Unable to import existing C++ project,major
1897,"Internal Error during ""Decoration Calculation""",critical
1898,Wrong formatting of C++ class when using value of function pointer,major
1901,AbstractIndexerTask.runTask() breaks standalone indexer,blocker
1902,OutOfMemoryError while indexing file with embedded images.,major
1903,Out of memory while computing Macro Expansion,major
1905,Error parsers can no longer find filenames for EFS resources,major
1906,Debugging C/C++ apps cause eclipse to think GDB Terminated,major
1907,[formatter] Add ability to format initialization lists of constructors,minor
1908,Freeze Creating New Project,major
1909,[menu] Typo in RetargetDebugContextAction.getAdapter(),minor
1910,NL characters are not displayed properly,minor
1912,Update to CDT GNU Build breaks existing makefile/pre-build step - suspect backticks,major
1915,[console][cdi] Visible console should match debug selection,major
1916,"XP 64 bit, Eclipse crashes when a change in file is saved.",critical
1917,project templates don't work in filterPattern attribute is not specified,major
1918,What is the EOF equivalent to be recognized inside Eclipse Console?,critical
1919,CommonBuilder#build API became uncallable from clients,major
1921,QT EClipse Integration Fails Fedora 10.0 i386,major
1922,Disorder of steps in the help contents,minor
1923,include heuristics break standalone indexing,blocker
1924,Dependencies on internal constants cause the CDT build to fail against 3.5M6 platform.,blocker
1925,[registers] Register service makes innefficient use of expression service,minor
1926,[disassembly] Service tracker and service used on wrong thread,major
1927,Makefile dependencies are wrong if subfolders are added to a project and existing project sources are moved to that folder,minor
1928,deadlock in SCMarkerGenerator.addMarker() when opening a project,critical
1929,Unrecognised C++ Header files by Eclipse,blocker
1930,[commands] Erroneous javadoc for DsfCommandRunnable#doExecute(),minor
1931,[view model] LaunchRootVMNode misses a done(),minor
1932,[Project Explorer] Sorting is broken with Eclipse 3.5 M6,major
1934,"wrong editor coloring when "" is involved",trivial
1935,"two ""Debugger"" tabs in Debug configurations..",trivial
1936,Eclipse crashes on creation of a new C++ project,critical
1938,Eclipse crashes when trying to expand some folders in project explorer,major
1940,[CodeFormatter] DBCS3.5: New Class wizard truncates first DBCS character in class name and namespace,major
1941,"Tur3.5 and DBCS3.5  : NL workspace path is not interpreted correctly, hense,  debug function is unable to locate the main.cpp file.",major
1942,reference to CCorePlugin.log(Throwable) in AbstractIndexerTask.runTask() breaks standalone indexing,blocker
1943,changes to ICommandLauncher,blocker
1944,BIDI3.5:First character truncated in Arabic Text in Namespace and Class Names,major
1946,debug with c++ cdt crashes with io exception randomly,blocker
1947,Indexer causes Stack Overflow with large projects.,critical
1948,Return type stored in the ICElement- IFunctionDeclaration contains method qualifiers as well,major
1949,[remotecdt][releng] Source bundle is missing for org.eclipse.cdt.launch.remote,minor
1950,[remotecdt][releng] remotecdt is not mentioned on download page,minor
1954,misarranged UI in Properties Settings page,trivial
1955,Internal builder claims nothing needs to be built,blocker
1956,Tool option orders in Property Pages differ from spec. in plugin.xml,minor
1957,eclipse crash vnc,critical
1959,multiple definition of main() problem,critical
1961,Indexer crashes with Boost::spirit program,blocker
1962,GDB connection times out when switching to process,major
1963,Open Element is hardly usable (CCE in composite index),major
1965,Watchpoints broken in 6.0,major
1967,Text Colors wrong in Makefile,minor
1968,[pda] Suspending a thread suspends the VM instead.,minor
1969,"Method search doesn't work in pop-up outline view (CTRL+O) when ""Group method definitions"" enabled",minor
1970,Eclipse crashes when creating a C++ project,critical
1971,[cache] Caching of mi errors must have a way to be cleared when the error condition is no longer valid,major
1972,[Regression] Content assist no longer shows details,major
1977,Need to export the Traditional Rendering package,blocker
1978,Memory view enhancements don't install from Galileo update site.,major
1979,Hover does not display information about stl class member.,major
1980,unable to acquire write lock in indexer,major
1982,"CDT 6 broken on OSX 10.4 Tiger: (Cannot run program ""make"": Unknown reason)",blocker
1983,[launch][regression] DSF launcher configurations mess up run mode launching,major
1984,indexer performance problem,major
1985,PDOM lock tracing breaks standalone indexing,blocker
1986,Includes don't get updated for different configurations,major
1987,Option Insert spaces for tabs does not work,minor
1988,CDT confused by sources with same names in project with complex catalog structure,minor
1991,Linker 'Other Objects' does not work with files indicated by workspace reference,major
1992,Adding a make target needs too much time,minor
1993,Traditional Rendering are not disposed after Memory Browser is closed or Debug Session is terminated.,major
1994,"CDT don't suggest some class members in autocomplete list, if members declared below point where autocompletion executed",minor
1996,Debug failed for simplest C code in the Eclipse CDT,major
1997,Problem with fast indexing on a very big projects,major
1999,Exception thrown on invoking a getClassOwner()method on a ICPPMethod binding object,major
2000,"File readonly notification for makefiles, .project and .cproject files",major
2001,"""Add Include"" when needing a using xxx::class places it inside comments",minor
2003,Paths and Symbols inheritance problem,major
2004,"Environment Variable with value "":""  gets replaced by empty string """"",major
2005,Errors found in Java Properties Files,trivial
2006,Errors found in Java Properties Files,trivial
2007,Indexer hangs at 0% and stops responding after inserting an unnamed namespace in any .cc file,blocker
2009,DocCommentOwnerManager doesn't use the DefaultScope for settings,minor
