,summary,severity
2346,"After drag'n'drop to move message with mouse, Undo (unmove) fails. Works after menu Message | Move.",minor
2348,Thunderbird hangs and does not respond to end process in windows 7,critical
2349,XML Parsing error page when accessing Tools -> Add-ons,major
2350,Resize mail compose headers-box,trivial
2351,"Changes in ""Junk Settings"" are not permanent",major
2352,thread pane doesn't change after click different folder,minor
2354,"When a parent mail folder is selected, repeatedly right-clicking a different mail-folder will open-close the selected folder",minor
2355,Am prompted to enter my password for my smtp email account.,major
2356,crash [@ nsMsgDBView::GetIndexForThread(nsIMsgDBHdr*)] attempting delete in saved search,critical
2357,"Mail with ""References"" field referencing itself causes 100% CPU",critical
2358,thunderbird 3.0b2pre crash at startup with invalid pointer,critical
2359,Crash when big folders nested,critical
2361,archive folder picker broken in identity manager,major
2363,Get mail crashes on restart,critical
2366,Synchronizing messages from (null) in (null),minor
2367,Remove close key in preferences.xul,minor
2369,last 2 tinderbox builds crash on startup [@ thunderbird.exe@0x128965],critical
2370,"change ""mark as junk"" button to ""junk""",minor
2371,Thunderbird Crashing with Lightning,critical
2372,open a mail attached document and before closing try to store the doc from Thunderbird hangs Thunderbird,critical
2373,Activity Manager: Need theme work,minor
2376,Launch Shortcut - Mouse icon busy after thunderbird started with StartupNotify=true,minor
2377,[1.8 branch only] seg fault on second invocation [64bit],critical
2380,"Quicksearch suddenly contains ""Subject or From"" as active user search term (not grayed out)",trivial
2381,Text boxes containing domains and URLs should stay LTR when UI is RTL,trivial
2382,Links won't open from mail when left click,major
2384,"Rename ""Offline"" tab and ""Syncing"" pane labels to ""Synchronization"" for IMAP accounts",minor
2385,crash quicksearch subject in threaded view (single folder) [@ nsMsgDBView::GetInsertIndexHelper],critical
2387,quick search and view don't work for saved search,major
2388,The link of the notification window doesn't work in Fedora,minor
2389,IMAP namespaces are not visible with server directory,major
2390,Poor response after wake from sleep state,major
2391,Thunderbird crashes randomly when sitting idle. syslog shows 'fd too big',critical
2392,"Unable to check mail at startup, errors out and hoses IMAP cache - alert message Unable to write the email to the mailbox.",major
2394,Crash in debug version of Shredder when clicking on a link to #.,critical
2395,Change cancelled to canceled in about:rights,trivial
2396,Thunderbird hangs if a message is clicked in a saved search for a tag,critical
2397,TB3 b2 : LDAP server search problem in compose window,major
2398,within 15 minutes Thunderbird goes berserk and uses up ALL cpu and memory,critical
2399,"cannot see mails within my Subfolders,  INPUT folder works",major
2400,E-Mail Search less user friendly than version 2,major
2401,Username modification not taken in account,major
2402,can't dismiss (OK or cancel) account settings after setting up my account,major
2403,IPv6 disabled on Mac OS X Thunderbird,minor
2404,Thunderbird crashing at startup,critical
2405,new message created from compose window should use the same initial identity as its parent compose window,minor
2406,trying to drop folder on toolbar throws error,minor
2407,Provide aria-controls attribute on searchtextbox widgets,trivial
2408,Show Desktop sometimes permanently hides main tb window,minor
2410,3 pane window shows wrong mail getting tagged,minor
2411,Folders indicate new messages when no new messages present; message count incorrect as well,minor
2412,"Unresponsive script timeout can cause hang if file dialog open (attachment, save file etc) [Mac]",critical
2413,"Attachment ""Save As"" strips off filename extension",major
2414,No deleted messages in trash folder,major
2415,"Down arrow/""end""-key in last line produces additional line feed",minor
2416,MAPI support for Windows Explorer Send To Mail Recipient doesn't work in 3.0b2,major
2417,Tooltips missing in folder pane when feed or mailbox name too wide,minor
2418,Import of CSV address book silently fails,major
2419,updated tango icon for junk in the junk status header,trivial
2420,Signature Inserted with last character in txt file repeated.,trivial
2421,"Upgrading to 3.0 causes ""archives"" folder disappears",major
2422,crash during startup after install and reboot while reading saved old mail,critical
2423,imap sent folder shows rough drafts as sent with Gmail,major
2424,"startup crash [@ nsWindowWatcher::CalculateChromeFlags(char const*, int, int, int, int)]",critical
2425,cannot post news messages (for one account only),major
2426,incorrect message being displayed in Tab,major
2428,Archive feature does not work with UWIMAP. Spikes CPU,major
2430,Thunderbird's dialog windows have black upper corners under Windows XP default theme.,trivial
2431,Thunderbird crashes when sending a mail with an attachement that has no extension,critical
2432,"TB ""forgets"" existing folders",major
2433,"edit an address after autocomplete and autocomplete reselects the first choice, even reverts to a different address (involving quoted ""Display Name"")",major
2434,After migration from Outlook folders are empty,major
2435,Thunderbird trunk builds broken: mail3PaneWindowCommands.js - Error: redeclaration of let folder,blocker
2436,junk icon for Mac,minor
2439,Message Tab Caption not updated when deleting mail.,minor
2440,*** glibc detected *** ./thunderbird-bin: double free or corruption (out): 0x0b0334c0 ***,critical
2444,Thunderbird starts up longer since 2009/04/08,major
2446,"No ""more"" button shown for multiple mail addresses although there should be one",major
2447,quicksearch hangs thunderbird when 'sort by' is threaded and folder is large(3200 messages),critical
2448,[Gmail]Broken Russian encoding in subjects and attached files names,major
2451,Cycle arrow buttons/icon in folderpane header are too small,minor
2452,move again (via shift+ctrl+m or menu) fails from saved search,minor
2453,auto mark as read after timeout triggers even after leaving the message,major
2454,"Messages cannot be moved from Inbox to Folders using Search Messages ""file"" button",major
2455,star in subject line and on folder for new mails (with NOD32v4),major
2456,nested mailboxes cause crash on startup of newly installed Thunderbird,critical
2457,Make the tabs look good on Mac OS X,minor
2458,Mail does not download for offline viewing even though offline settings are checked,major
2461,News/Blogs only using rss summary in preview panel,major
2462,Add address that is in address book after one that isn't,minor
2464,E-mail messages counts wrong on folders,minor
2465,Polish the error message for an expired newsgroup article,trivial
2467,crash if I close the mail window while checking for new POP mail,critical
2468,crash [@ nsMsgThreadedDBView::MoveThreadAt(unsigned int)],critical
2469,"attachment reminder: Too common keywords, many false triggers",major
2470,crash [@ nsMsgLocalMailFolder::Rename],critical
2472,Sent Folder has no messages,major
2473,"""URL Not Valid"" alert opening message with invalid Content-Base header",major
2474,Thunderbird process remains after closing program,critical
2476,Mail report arrival 16 but 0nly 14 emails arrive. See the in coming mail headings.  Go to open & answer mail and it is not there.,major
2477,Messages slider locks after clearing quicksearch,minor
2478,Freezing after wake from sleep [Mac],critical
2479,[Central-European languages] Cannot add contacts if Thunderbird interface is set to non-English,critical
2480,[Central-European languages] Sent read receipts are incorrectly encoded if Thunderbird interface is set to non-English,major
2481,"exception in nsIMsgCopyService.CopyMessages when archive messages and error ""The operation failed because an other operation is using the folder""",major
2483,Unread Folder population causes focused folder to change,minor
2484,No where to enter passwords,major
2487,On news list one item once selected remains highlighted till software restart,minor
2489,Crash: Reply to multiple messages [@ nsMsgComposeService::GetOrigWindowSelection],critical
2491,Add ids to preferences elements to allow extensions to overlay them easily,trivial
2493,New Folder dialog don't use a verb for the confirm button,minor
2494,Rename Folder dialog don't use a verb for the confirm button,minor
2495,"Disable ""View message source"" as a group action",minor
2496,Cannot unsubscribe newsgroup (Error: server is undefined),major
2497,Archiving large amounts of mail causes crash,critical
2498,"Hang with unreliable wifi connection, either when re-connecting to email server, or on shutdown",critical
2499,"Restart needed for special folder icons (like junk,archive) to update in folderpane tree",minor
2500,collapsed thread underlined after all messages marked read - unread message count incorrect,minor
2501,Enter virtual folder results in alert dialog The current command did not succeed.  The mail server responded:Can't open /<blah>: not a selectable mailbox,major
2503,"""Always keep starred messages"" disappears from all accounts after visiting deferred POP Disk Space settings",minor
2504,Error pop up not appearing when email address is invalid,major
2505,"fails to continue working after Windows wakes from sleep (Disable IDLE, or Work Offline and back to Work Online is workaround)",critical
2506,SMTP Outgoing Server will not change.,major
2507,Close Window On Delete Preference No Longer Works,major
2508,open folder in new tab is labeled <blank> (when load tabs in foreground is set),major
2510,Unneeded scroll bar on message summary,minor
2511,Thunderbird uses 100% cpu + 500mb of ram on startup,critical
2512,List does not include messages with empty subject,major
2513,Messages do not show in folders,critical
2514,non-ascii IMAP-folder names appear wrong after rename,major
2515,E-mail messages are completely deleted automatic compact is on. folder file size = 0,critical
2516,"thunderbird version 2.0.0.21 (20090302) crashes when ""save as file"" selected",critical
2517,"Fix flashing of ""(more)"" and other message header artifacts of switching folders w/remember last message",minor
2519,Digital sign invalid when sending a mail with a html mail signature to a mailing list,major
2520,"During the update to ver 2.0.0.22 Installer Crashes and will not install, cannot open Thunderbird at all now",critical
2521,Pressing Enter in thread pane while root of a thread selected causes the thread expanded/collapsed state to toggle,minor
2522,Dummy headers (groupby view) should have context menus disabled,minor
2526,Sort By ascending/descending reverts to default if Folder is empty,minor
2528,New Folder creation does not display under All Folders,major
2529,Preferences dialog too small,trivial
2530,"thunderbird autoconfig, prefcalls.js Ldap queries broken",major
2531,Crash if I select all after opening a message in a new tab without changing the focus [@ nsMsgDBView::DoCommand(int)],critical
2532,"Keyboard shortcut conflict with the shortcut ""K""",minor
2533,Need to refresh draft folder after change of draft open in new tab,minor
2535,BatchMessageMover.OnStopCopy status code checking is incorrect,minor
2538,Copy AB account to  mailing list of another AB destroy some data,minor
2539,"installing XPIs from disk fails with ""Factory not registered"" exception in extensions.js :: installExtension",major
2540,Return receipts button cut off when preferences first opened -> Advanced,trivial
2541,Opening and closing a search dialog doesn't tidy up after itself,minor
2542,Don't update the toolbar in the middle of a middle or right click,minor
2544,crash [@ TimerThread::Run()] while in newsgroup,critical
2545,Embedded JPG won't open and associated text not displayed.,major
2547,[windows] options window (box) too narrow,trivial
2548,Thunderbird process doesn't close (exit) after program is closed,critical
2550,Settings not in synch from a view to another wrt to signature,minor
2551,clicking on message in summary view shows old message before loading the clicked on message,minor
2552,"local folders account shown duplicated (multiple accountN.server points server1 for ""Local Folders"" account)",major
2553,Thunderbird shutdown does not close all its Process Images correctly in 64bit Vista,critical
2554,(un)deleting last mail in message list does not update (un)delete button correctly when using Mark as Delete model,minor
2555,Activity Manager: frequent high CPU freezes with activity manager open,major
2556,Crash [@ nsMsgAccountManager::OnItemRemoved] deleting a local folder which had a saved search subfolder,critical
2559,crash on creating a search folder[@ nsMsgDatabase::FindInCache(nsIMsgFolder*)],critical
2561,Thunderbird 2.0.0.22 crashes soon after startup,critical
2562,Top of the folder pane looks weird if scrolled,minor
2563,"Composition's ""Save"" button remembers last ""Save as"" choice (draft, template, or file), but no indication of current choice in dropdown menu (menuitems should be type=""radio"")",minor
2565,"Subscribing to an IMAP folder starting with ""*"" crashes Thunderbird.",critical
2566,Missing keyboard shortcut for exiting Thunderbird on Windows (after Ctrl+Q was removed by bug 329687),minor
2567,"Randomly after close and reopen Thunderbird, Startpage has changed from ""Inbox"" to ""Local Folders"". And ""News Aera"" is activated (F8).",major
2568,"""Status Bar"" and ""Sort By"" have redundant access keys / mnemonics in View menu",minor
2569,"3.0b3 hangs on exit/shutdown with high cpu, no imap connections, no ldap connection or stack entry after sleep/wake. fixed by closing cached imap connections on sleep, and delay biff restart. mostly or all Mac",critical
2572,add 'Folder Pane' item to View...Layout,minor
2573,"Message list for Inbox blanks until manually selecting another folder to view (IMAP folder, after ""Compact"")",major
2574,Thunderbird proactively defeats every attempted way to forward message headers,major
2576,Global Search doesn't work with Japanese search terms,major
2577,selected mail changes when closing the context menu via clicking some mail,minor
2578,Add Ctrl-F4 keyboard shortcut to close tab,minor
2579,"Shredder asks to install update.  After update runs, thunderbird.exe file is missing.",major
2581,[Thunderbird] mozilla-central 'Linux comm-central build' do not compile after bug 511326 landing,blocker
2582,POP3 does not automatically download new mail using GSSAPI Authentication,major
2583,Thunderbird incomplete exit with high cpu load,critical
2585,"Problems with short key ""Ctrl+Shift+T"" and ""check all messages"" and TB hangs on shutdown",critical
2586,"marking as ""not junk"" doesn't reload to show unsanitized view",minor
2587,autocomplete in composition window forces multi-second pauses and (Not Responding) in UI (LDAP?),major
2588,"weird folder behaviour (After problem of bug 503735 occurs, garbage at ""Smart Folders"" remains until delete of panacea.dat)",major
2589,deleting an IMAP subfolder leaves the folder visible,major
2590,Failures by editing a card with a custom photo,major
2592,"unable to retrieve email. I get the following message: ""An error occurred with the POP3 mail server. Mail server mail.yahoo.ca responded:""",major
2593,"Thunderbird crashing on Snow Leopard opening, deleting or using attachments [v2 / TB2]",critical
2594,XPConnect assertion when adding and removing items to and from the toolbar.,minor
2598,archives doesn't have special icon in the offline folder selection dialog,minor
2599,Blogs & News Feeds has wrong tab icon.,minor
2600,crash trying to view mail,critical
2601,"[faceted search]: lots of ""Cannot specify value for internal property.  Error in parsing value for '-x-system-font'"" warnings",trivial
2602,"[faceted search] After customizing toolbar, entering a search term opens multiple results tabs on clicking ""Messages mentioning..."" autocomplete drop-down",major
2603,indexing status in Activity Manager doesn't show account,minor
2604,"Crash [@ nsAddrDatabase::AddPrimaryEmail(nsIMdbRow*, char const*) ] when importing .csv address book with UTF-8 characters",critical
2608,Tools > Activity manager does not bring existing activity mananger window in the foreground,minor
2609,Hung on shutdown when offline,critical
2610,filters no longer working since latest update,major
2612,faceted search/message/any tabs broken by bug 516237,major
2613,Some folders do not appear in Smart folder view,major
2614,Sent Mail not visible - sortType is undefined,major
2615,"[autoconfiguration] ""Download new messages automatically"" should be checked/activated/enabled by default (at least for POP3 accounts!)",major
2617,Per-server newsgroup filters do not work,major
2618,When there is no profile/emails yet gloda send warnings in the console (Gloda.myContact is null),trivial
2619,"Compact doesn't expunge messages with IMAP deleted flag (CONDSTORE supported IMAP with ""mark as deleted"" model)",minor
2620,"Move, Copy, Tag, Mark command menu items disabled in standalone window when message opened from Search Messages",minor
2623,drag and drop rss feed link from IE to TB freeze both,critical
2624,tabbed browsing of emails results in fail,major
2625,"Shredder ""Empty Trash"" on top of Trash tree does nothing in Smart-Folder view",minor
2626,search dialog folder selection dropdown - folder icons missing,minor
2627,Subject field is irrecoverably hidden if it is dragged up to resize/hide it,minor
2629,"Body search term not available in Search Messages when ""in"" is an account",minor
2630,Crash [@ js_FinalizeObject] with Thunderbird's gloda indexing,critical
2631,Selecting Option to Hide Message Pane (F8) Will Not Stick,minor
2632,For normal folders the sent flag is incorrectly set,major
2633,"brief hang  (""Not Responding"" on Windows) with high CPU in spell check when composing or forwarding long text string with many misspellings. Tab out of address field triggers spell check.",major
2634,Attachment operation failure is the path includes Hebrew fonts,major
2635,"Get Mail toolbar button not display ""get all new messages"" item after customising toolbar",minor
2637,startup crash [@ nsCOMPtr<nsIAbDirFactory>::StartAssignment() | nsDocShell::SetupNewViewer(nsIContentViewer*)] or [@ nsRefPtr<ISearchManager>::StartAssignment()],critical
2638,immediate startup crash [@ strchr | XPT_DoCString],critical
2639,Flash of the welcome page when first opening a message,minor
2640,"Thunderbird 3pre high memory and consuming 100% CPU making mail nearly unusable, need to handle UID's > 0x7FFFFFFF",critical
2642,Clicking search results gives a blank tab,major
2643,Thunderbirds has stopped asking for Password,major
2646,two throbbers,minor
2647,Mail Toolbar visibility not remembered between launches. Always displayed on startup,trivial
2648,Gloda search while indexing hangs and is very slow; search activity should suppress indexing,major
2649,"""OK"" button in ""About Thunderbird"" dialog should be aligned right",minor
2652,[faceted search] presents Search All Messages after disabling indexing,minor
2653,RSS displaying summary when told not to.,major
2655,Display of HTML Message display includes a different message,major
2657,"""remove attachment"" is inconsistent and doesn't work with multi-select",trivial
2659,"superbad UI performance, fairly unresponsive while Compact Folders plus indexing",major
2660,Thunderbird crash when file manager is opened,critical
2661,I'm receiving a bunch of gloda.indexer warnings during indexing,minor
2663,"gFolderTree.unload takes filename to save status to, but does not use it!",trivial
2665,"In compose message, missing ""Display Name"" for accounts' from-identities in Sender dropdown",minor
2667,Alt-S and alt-D access key twice in Options/Display,minor
2668,session not restored after hang,critical
2669,Offline Use settings (Preferences) keep getting reset,major
2670,"Nit: Improve header pane metrics (e.g. ""other actions"" button too big, fix right alignment, reduce vertical space)",minor
2671,"Statusbar says ""Indexing 1 of 2 messages (0% complete)"" and stays",minor
2672,101 (1032) That mail is currently unavailable when checking new mail,major
2673,"Cannot create ""Blogs & News Feed"" or ""Newsgroup"" account",major
2674,crash if I open letter with big CSV-attachment,critical
2676,Thunderbird send scrambles emails with inline JPEG images.,major
2678,Can't edit server settings when check is cancelled,major
2679,Account wizard creates new account but does not show in list of accounts,major
2680,startup crash @ __delayLoadHelper2 | CSupportedWMDMDeviceEnum::_Init,critical
2681,"Master password is prompted several times, if first prompt was left alone.",major
2682,Thunderbird 3 mail lost from folder view until .msf is reindexed,critical
2683,"[Migration Assistant] ""Use original toolbar"" over-populates toolbar",major
2684,TrendMicro Internet Security found a trojan in the installer,major
2685,v2 search finds mail but does not show the message (empty window shown),minor
2686,"""Expand all threads"" scrolls past the end of the message list",minor
2687,"TB3.0b4: Expanding threaded messages causes crash [@ memmove | nsTArray_base::ShiftData(unsigned int, unsigned int, unsigned int, unsigned int) | nsMsgDBView::RemoveRows(unsigned int, int)]",critical
2688,"""thunderbird -compose"" doesn't work (crash)",critical
2690,Delete wrongly selects a folder instead of an email sometimes,major
2692,Thunderbird sometimes fetches read/unread flags from the wrong IMAP folder,major
2693,Cannot find messages previously read/opened,major
2694,Crash when using 'Save As' [@ aeDispatchAppleEvent],critical
2695,Workaround for bug 525225 / bug 492645,major
2696,replying to an HTML message which includes a contenteditable div leaves Thunderbird compose unusable until restart  (from incredimail for example),major
2697,Ctrl+K doesn't select existing search terms in quicksearch box,minor
2698,Delete and Junk buttons too wide with icons beside text,minor
2699,"[Windows XP classic theme] Mouse hovering on ""Other actions"" button, resize message header height in some cases",trivial
2702,"Windows XP, Linux theme inconsistens attachment-deleted, phishing and  thread-watched",minor
2703,"(Persistent) ""Reply to sender"" button on header should not be dropdown",trivial
2704,"Please add a ""confirm on delete"" option for address book entries...",critical
2705,After collapsing a thread it cannot be expanded anymore with arrow keys,minor
2707,Attachment reminder does not works with Greek (and other non-latin)keywords,major
2708,"Unnecessary vertical space between the ""Use a master password"" checkbox and its description",trivial
2711,No border around focused subject (since new wrapping subject),minor
2713,Header Pane empty after compact operation,major
2714,"Folder pane changes to smart folders if new message is opened from mail notification popup and the account that the message is for, is collapsed",minor
2715,'Empty Junk' randomly selects an Junk message in Junk (Imap) folder,minor
2716,Does not open local folders from 2005 version with Russian names,major
2718,Linux platform does not allow message filter creation,major
2719,"""About Thunderbird"" dialogue has no icon in title bar, hard to find in window list with alt+tab",trivial
2721,Searching broken in Windows 7 after update,major
2722,"canceling new account wizard leaves status bar as ""Determining which messages to index""",minor
2723,Shredder shreds my computer sometimes - goes into hard loop,major
2725,"performance issue freezes thunderbird during startup and delays password entry with status bar ""determining which messages to index""",major
2726,"Some message list UI column elements too small and unidentifiable (read, attachment)",minor
2730,"""Choose color for text"" / ""Choose color for background"" not disabled like everything else",trivial
2735,Text Size Keyboard Shortcuts Do Not Work,minor
2736,can't delete the archives folder using context menu,minor
2737,Redundant Reply/Reply all combobuttons,minor
2738,startup crash [@ columnName] in sqlite,critical
2739,xpcshell-tests in /mail/base/ fail on JS strict mode,minor
2742,crash [@ objc_msgSend | nsBaseAppShell::Release()] [Mac],critical
2743,Cannot save drafts,major
2745,Thunderbird closes when closing child window,critical
2748,"First ever new mail notification (Biff) does'nt show first 3 messages (skips, missing, list)",minor
2749,Automated junk control does not work on imap subfolders,major
2750,styling in message view select widget and folder location select widget a mess,minor
2752,Autoconfig: Make XML config file reading more liberal,major
2753,"Search quicktext ""Subject or Sender"" doesn't adapt to ""Sent"" folder (functionality does)",minor
2754,"thunderbird pauses / shows ""not responding"" and frozen UI when indexing",major
2755,Various Preference Windows Do Not Open,major
2756,Vertical scrollbar disappears from message list pane,major
2757,Cannot select address book if quick search widget is removed from toolbar - Error: gSearchInput is null ... abCommon.js Line: 588,major
2760,"Unable to open Attached Message Part (this bug:Tb3 generates text/html part instead of message/rfc822 for attached mail, bug 533462:Unable to open text attachment by external program)",major
2761,malloc(): memory  corruption (fast) [OOM] [64bit],critical
2763,Clicking save to link in mail for download while sending mail causes crash,critical
2764,Error message when downloading folder data for virtual folder,minor
2765,Filter of Message No Save,major
2766,"Thunderbird Quit - shutdown hangs with High CPU, 1 imap connection, then eventually non imap connection",critical
2767,pill in right up corner collapse the toolbar on an ugly manner (same as Firefox 3.0 beta did),minor
2768,Impossible to open a .txt and .html attachment with an external editor.,major
2769,Linux x86_64 verzion freezes since early development,critical
2770,"Thunderbird 2.0 to 3.0 upgrade deleted contents of local trash subfolders, colons (:), slash(/) in folder names on Mac OS X",critical
2772,Difficulty finding/getting to All Folders from Unified Folders,minor
2773,Kaspersky Anti-Spam Extension causes blank main window on 2.0.0.23 to 3.0 upgrade,critical
2774,When I try to receive message in the console I see error nsIMsgIncomingServer.getNewMessages mailWindowOverlay.js :: GetNewMsgs :: line 2316,major
2776,Doesn't release focus after minimize,minor
2777,"TB 3 Release: Cannot execute - ""./run-mozilla.sh: 399: ./thunderbird-bin: not found""",major
2778,Order of Local folders and Newsgroups is wrong in favorites view,minor
2779,MoreFunctionForAddressBook extension: Address Book entry Properties is blank/no data displayed,minor
2784,the panel for message details/content is empty!,major
2785,Using a Delete Icon on an opened email does not remove the email from the list in the Window,major
2787,"TB says a process is already running, but it really isn't",major
2789,fixed size main window cuts of email text and email list,major
2791,Color of Warning Messages Should Not Be That of Tooltips,minor
2792,Spell Checker Does Not Load Dictionary Contents,major
2793,"After several tries, Thunderbird 3 does not start and the crash reporter crashes too. Totally non-functional",critical
2794,"After updating TB, all my account passwords are lost.",major
2795,[autoconfig] username for outgoing server (SMTP) is not set properly if it is different from the one for incoming server (POP/IMAP),major
2796,Address books get added with no name if created via altering default preferences (e.g. extension/mcd),major
2797,"Unable to create IMAP mail account: ""Incoming server already exists""",major
2798,"Crash on repeated collapse/expand of threads with subthreads killed by filter [@ memmove | nsTArray_base::ShiftData(unsigned int, unsigned int, unsigned int, unsigned int)] - nsMsgDBView::RemoveRows",critical
2800,Folder pane: Arrows in header are too subtle,major
2801,summary of selected messages in Junk folder not required,minor
2802,New e-mail has copy of following e-mail embedded and a copy of an e-mail sent months ago,major
2804,switching back to folder with tagged message result in wrong  colors.  Changing selection restores the right colors,minor
2805,Collapsing All Newsgroup Threads Leaves Blank Lines at Top of Header Pane,minor
2806,"When clicking on ""Get Mail"" more than once, TB v3.0 duplicates all e-mail on source pop server even though the e-mail has been read.",major
2807,[activity manager] double scroll bar,minor
2808,crash when importing Outlook 2000 address book [@ nsOutlookMail::CreateList],critical
2809,help>about doesn't bring dialog to the foreground,trivial
2811,Crash upon launch after timezone change [@ _CFBundleGetLanguageSearchList ],critical
2812,"Thunderbird process does not stop on program exit/shutdown, zero to very low cpu",critical
2813,Thunderbird.exe - Entry Point Not Found.  The procedure entry point JS_FlagSystemObject could not be located in the dynamic link library js3250.dll,major
2815,"Attempts to send email elicit Message Send Error box:  ""Sending of message failed. An error occurred sending mail:..."" (upgrade from Tb2 to Tb3. SMTP server doesn't support SMTP-AUTH, but user specified username upon SMTP account creation)",major
2816,Large inbox+archive files corrupts and crashes import,critical
2817,msgCompSMIMEOverlay.xul: indentation fix,trivial
2818,"""search messages"" (Ctrl+Shift+F) should always be enabled in the 3pane - doesn't open if no folder or account selected/focused in folder pane",minor
2819,"When auto-compact is on, deleting message doesn't move to next message",minor
2820,"Crash in [@ nsAccessible::QueryInterface(nsID const&, void**)] checking and unchecking 'Attachments' in new search functionality",critical
2822,Toolbar in compose window and addressbook is no longer unified in 3.2a1pre,major
2823,"Inline spell checking ""as you type"" does not work anymore.",major
2824,"crash [@ XPCWrappedNativeScope::TraceJS(JSTracer*, XPCJSRuntime*)] with nsScriptSecurityManager:GetSafeJSContext on stack",critical
2825,Import Address Book CSV Wizard Doesn't Save Size/Location Prefs,minor
2826,"Attachments are not accessible for 'Content-Type:application/octet-stream, Content-Disposition:inline;filename=""xxxx.yyy""', if mime-type for "".yyy"" is unknown",major
2828,Incoming mails from IMAP do appear twice when Grouped Folder is active,major
2829,"IMAP mailbox: infinite loop of ""compacting folder..."" (IMAP folder larger than 4GB limit of offline-store size)",major
2830,One thread involving multiples identities of me is incorrectly summarized as two distinct conversations,minor
2832,"Remove |mainController|, use mc everywhere instead",minor
2833,nsILoginManager fails in enterprise autoadmin with Thunderbird >=3.0,major
2834,"compose message in HTML, message pane does not allow entry of message text.",major
2836,"throbber and progress bar in status bar will not stop and continue to indicate mail download activity, associated with indexing",minor
2837,"Blank Folder, Message, and Preview Panes",major
2838,undo undelete does not undo,critical
2839,Crash every time when indexing INBOX -- Gmail with 1.5G mail,critical
2840,Security Popup for a certificate warning casues Thunderbird to get stuck in a loop which forces the user to have to kill the OS process,critical
2842,junk notification bar is very tall,minor
2844,Multiple identities support won't delete identities.,minor
2845,Protocol handlers no longer work in Thunderbird 3,major
2846,IMAP: In some folders a lot of mails is false marked as unread. (CONDSTORE is supportted by IMAP server),major
2847,Master password for software Security Device not recognised,major
2849,crash in thunderbird.exe on shutdown,critical
2850,Toolbox does not expand vertically anymore,major
2851,Profile Update should honor existing offline folder settings,major
2853,[autoconfiguration] Thunderbird 3.1 Account Setup Hangs,critical
2854,"Mail window shows annoying toolbar icons even when ""text"" is selected",minor
2855,TB 3.01 still redownloads entire IMAP folders several times a day,major
2856,Composition toolbar disabled under particulars cases,minor
2857,"Thunderbird asks for password, but never for username on nntp-accounts",major
2858,Message Pane blank for all messages after reply to Usenet message when RSS folders exist,major
2861,Master Password Dialog should run on a separate thread to prevent constant hanging while trying to type the password and Thunderbird is still loading/indexing,major
2862,Newsgroup account names mangled after using Account Settings for first time,major
2865,"Adaptive Junk ignores ""in address book"". Adaptive junk occurs BEFORE Mail Filters (using global inbox)",major
2866,[faceted search] Email dates printed on global search results tab are not correctly localised,minor
2868,"Folder List Doesn't Appear When Filing Messages (non-existent accountN is left in mail.accountmanager.accounts. Garbage by Tb 2, or garbage after duplicated serverX/accountN deletion by Tb 3.0)",major
2869,Crash when attaching file to composed message,critical
2870,Blank compose window when replying to this email,major
2873,Main toolbar Quit does not work when a message is opened in a new window,minor
2876,"When mails are selected in ""Grouped By Sort"" mode, group headings are included in ""total"" count",minor
2877,DNS Prefetch security issue: Information leak,critical
2878,TB 3x will not forward images when forwarding email with inline images,major
2879,Umlauts cause problems on copy from local folders to IMAP,major
2880,Thunderbird crashes importing/opening huge newsgroups from gmane.org and OOM,critical
2881,Using search function returns an XML error pointing to local file,major
2882,"Provide option to turn off having to click on ""Show Remote Content"" button",minor
2885,Thunderbird hangs every time on shutdown,critical
2886,blank folder pane,major
2887,crash [@ nsXULPrototypeCache::WritePrototype(nsXULPrototypeDocument*)],critical
2888,Emails sent with attachments fail to copy to sent folder,major
2890,"shut down hang, high cpu - when using ""open messages in a new message window"" model",critical
2892,custom header search is non-functional ('Run search on server' of Edit/Find/Search Messages doesn't work any more),major
2895,Thunderbird current download crashes on my new Mac [@ gettimeofday_wrapper] MAC OS X 10.6.2.  CGFontGetGlyphsForUnichars?,critical
2896,Impossible to edit Email Passwords,major
2897,"Thunderbird 2.0 to 3.0 upgrade deleted contents of pop3 folders wi colons (:), slash(/) in folder names on Mac OS X",critical
2898,crash [@ dataBufferAppend2 ] startup libsqlite3.dylib,critical
2899,Messages are displayed incorrectly using the automatic compaction,major
2900,crash [@ -[ABChangedMonitor ABChanged:] ],critical
2902,[@ objc_msgSend | HPSmartPrint@0xe1ef ] [@ objc_msgSend | CanonIJPDE@0x14cee ] [Mac],critical
2903,"crash [@ RtlpWaitOnCriticalSection | RtlAddAccessAllowedAce | PR_Lock | PR_DestroyMonitor | nsSSLThread::requestPoll], going offline / online?  [Vista]",critical
2905,"Problem to update, install add-ons and connect to a pop/smtp server. (XML malformed)",major
2906,Password Manager has no option to save account passwords.,major
2908,Renaming IMAP folder using special characters like german umlauts fails on thunderbird V3 - works on same server using thunderbird version < 3,major
2909,Huge memory usage with indexing enabled on v3.0,major
2910,Sometimes choosing a filter rule doesn't give the item full dark highlighting (when the filter was moved down to be the last item).,minor
2912,Customize option in Search Messages is wonky,minor
2913,don't hardcode mail application name in Makefile.in,minor
2914,Package error or possible missing file for contentprefs.xpt,trivial
2915,|Feed Message Body| menu should be presented after selection of RSS node in folder pane,minor
